payment_id,case_id,pay_month,amount,method,adjustment
P-124644,C-34181,2025-09,1191.66,Transfer,N
P-104489,C-30761,2025-07,626.39,Card,N
P-110504,C-31777,2025-09,655.09,Card,N
P-111822,C-32003,2025-09,1257.59,Transfer,N
P-110728,C-31815,2025-09,595.43,Transfer,N
P-105184,C-30878,2025-11,1048.52,Transfer,N
P-119545,C-33321,2025-07,441.19,Transfer,N
P-124589,C-34172,2025-08,549.92,Card,N
P-120319,C-33450,2025-07,607.55,Transfer,N
P-108924,C-31510,2025-08,1026.36,Card,N
P-101181,C-30200,2025-09,911.64,Transfer,Y
P-116403,C-32781,2025-07,1373.99,Transfer,N
P-114497,C-32460,2025-07,1258.62,Transfer,N
P-114010,C-32377,2025-07,517.41,Transfer,N
P-122198,C-33768,2025-12,1173.89,Transfer,N
P-114345,C-32433,2025-11,711.39,Transfer,N
P-109716,C-31644,2025-12,601.24,Transfer,N
P-118465,C-33134,2025-08,715.53,Transfer,Y
P-104752,C-30805,2025-10,1539.47,Transfer,N
P-111896,C-32015,2025-11,822.79,Transfer,N
P-117136,C-32906,2025-10,857.83,Transfer,N
P-102388,C-30404,2025-07,1180.31,Transfer,N
P-101790,C-30303,2025-09,1005.17,Card,Y
P-105044,C-30854,2025-11,1007.84,Card,N
P-121075,C-33578,2025-12,586.02,Transfer,N
P-119502,C-33313,2025-12,586.09,Transfer,N
P-124716,C-34193,2025-09,846.19,Card,N
P-106608,C-31120,2025-11,706.73,Card,N
P-101179,C-30200,2025-07,998.74,Transfer,Y
P-114275,C-32422,2025-07,1163.32,Transfer,Y
P-106517,C-31104,2025-11,944.23,Transfer,N
P-103245,C-30549,2025-07,540.82,Transfer,N
P-103417,C-30577,2025-11,586.91,Transfer,Y
P-106242,C-31058,2025-08,499.04,Card,N
P-108109,C-31373,2025-07,1210.25,Transfer,N
P-123709,C-34023,2025-08,1232.57,Transfer,Y
P-114229,C-32414,2025-09,752.71,Transfer,N
P-104819,C-30817,2025-10,835.39,Transfer,N
P-104732,C-30802,2025-08,1367.5,Transfer,Y
P-106053,C-31026,2025-11,541.0,Transfer,N
P-106063,C-31028,2025-09,587.3,Transfer,Y
P-104520,C-30766,2025-08,630.0,Transfer,N
P-111380,C-31926,2025-08,691.21,Card,N
P-101649,C-30279,2025-12,1054.15,Card,N
P-121850,C-33710,2025-10,713.72,Card,N
P-121209,C-33601,2025-11,1083.36,Transfer,N
P-114633,C-32482,2025-12,432.37,Transfer,N
P-121412,C-33635,2025-10,854.75,Card,N
P-118535,C-33145,2025-12,971.42,Transfer,N
P-116036,C-32719,2025-09,397.76,Transfer,N
P-106029,C-31022,2025-11,518.47,Transfer,N
P-110059,C-31702,2025-11,548.71,Transfer,N
P-109877,C-31671,2025-11,735.64,Card,N
P-101910,C-30323,2025-10,690.86,Transfer,N
P-122335,C-33791,2025-11,1565.94,Transfer,N
P-102258,C-30382,2025-09,380.1,Transfer,N
P-101819,C-30308,2025-08,490.48,Transfer,N
P-112933,C-32192,2025-10,782.46,Transfer,N
P-118425,C-33126,2025-12,508.07,Transfer,N
P-121485,C-33647,2025-12,1258.87,Transfer,N
P-103392,C-30573,2025-10,746.93,Transfer,N
P-112715,C-32156,2025-08,485.07,Transfer,N
P-123619,C-34008,2025-08,607.16,Transfer,N
P-107666,C-31298,2025-10,1749.02,Card,N
P-111755,C-31991,2025-11,597.14,Transfer,N
P-104264,C-30722,2025-10,626.82,Transfer,N
P-119152,C-33253,2025-07,632.94,Card,N
P-109800,C-31658,2025-12,569.08,Transfer,N
P-106230,C-31056,2025-08,763.44,Transfer,N
P-119654,C-33339,2025-08,971.87,Transfer,N
P-119045,C-33234,2025-10,1785.68,Transfer,N
P-101225,C-30207,2025-11,691.11,Card,Y
P-115589,C-32644,2025-12,363.27,Transfer,N
P-120143,C-33420,2025-11,597.11,Transfer,N
P-102454,C-30415,2025-07,1162.72,Card,N
P-112518,C-32122,2025-08,860.62,Transfer,Y
P-101151,C-30195,2025-09,818.72,Transfer,N
P-121225,C-33604,2025-09,684.62,Transfer,N
P-100860,C-30145,2025-12,869.75,Transfer,N
P-117250,C-32926,2025-09,386.77,Transfer,N
P-109700,C-31642,2025-08,526.98,Transfer,Y
P-123624,C-34009,2025-07,482.81,Card,N
P-104399,C-30745,2025-07,525.67,Transfer,N
P-107703,C-31304,2025-11,709.45,Card,N
P-120377,C-33459,2025-11,742.82,Card,Y
P-115552,C-32638,2025-09,538.81,Transfer,N
P-110420,C-31762,2025-12,460.23,Transfer,N
P-100848,C-30143,2025-12,1143.62,Transfer,N
P-101119,C-30190,2025-07,787.86,Card,N
P-122617,C-33839,2025-10,573.39,Transfer,Y
P-122816,C-33872,2025-11,867.75,Transfer,Y
P-122384,C-33799,2025-12,1348.02,Card,N
P-111824,C-32003,2025-11,1320.06,Transfer,N
P-121563,C-33661,2025-10,1076.15,Transfer,N
P-103642,C-30615,2025-12,1288.0,Transfer,Y
P-117861,C-33030,2025-09,1109.1,Card,N
P-124220,C-34110,2025-08,559.9,Transfer,N
P-122425,C-33806,2025-11,1283.45,Transfer,N
P-113728,C-32328,2025-12,1204.66,Transfer,N
P-121137,C-33589,2025-11,1453.3,Transfer,Y
P-111223,C-31899,2025-09,640.83,Transfer,N
P-107060,C-31196,2025-08,1524.93,Card,N
P-113155,C-32232,2025-08,1223.82,Card,N
P-121123,C-33587,2025-09,1373.57,Transfer,N
P-122010,C-33737,2025-10,1025.04,Card,N
P-111450,C-31938,2025-11,807.05,Transfer,N
P-123345,C-33961,2025-10,525.65,Transfer,N
P-100632,C-30107,2025-12,1046.83,Card,N
P-109831,C-31664,2025-07,425.13,Transfer,Y
P-117637,C-32992,2025-10,589.34,Transfer,N
P-114475,C-32456,2025-07,1159.39,Card,N
P-121463,C-33644,2025-08,584.28,Transfer,N
P-106625,C-31123,2025-11,1354.07,Card,N
P-106211,C-31053,2025-07,386.77,Transfer,N
P-123195,C-33936,2025-11,722.12,Card,Y
P-103213,C-30543,2025-11,1369.55,Transfer,N
P-123508,C-33988,2025-11,774.17,Transfer,N
P-121397,C-33633,2025-07,1370.02,Transfer,N
P-112135,C-32056,2025-10,401.52,Transfer,N
P-123632,C-34010,2025-09,573.44,Transfer,N
P-110543,C-31783,2025-12,414.1,Transfer,Y
P-102989,C-30506,2025-09,762.38,Transfer,N
P-120321,C-33450,2025-09,586.65,Transfer,N
P-109974,C-31687,2025-12,506.93,Transfer,N
P-118792,C-33191,2025-09,932.77,Transfer,N
P-121425,C-33637,2025-11,802.78,Transfer,N
P-102378,C-30402,2025-09,643.1,Transfer,Y
P-107434,C-31259,2025-12,641.23,Card,Y
P-113723,C-32328,2025-07,928.51,Transfer,N
P-100238,C-30040,2025-10,859.66,Card,N
P-100082,C-30013,2025-11,1104.06,Card,N
P-124317,C-34126,2025-09,458.77,Transfer,N
P-108229,C-31393,2025-07,522.2,Card,N
P-122755,C-33862,2025-10,497.61,Transfer,Y
P-112473,C-32114,2025-08,805.03,Transfer,N
P-110366,C-31753,2025-12,1194.96,Card,N
P-123309,C-33955,2025-10,633.95,Transfer,N
P-107044,C-31193,2025-10,1372.75,Transfer,Y
P-120692,C-33513,2025-11,940.88,Transfer,Y
P-119877,C-33376,2025-10,1022.6,Card,N
P-123787,C-34036,2025-08,678.74,Transfer,N
P-111801,C-31999,2025-09,621.99,Transfer,Y
P-118270,C-33100,2025-11,939.42,Transfer,N
P-118743,C-33183,2025-08,1661.76,Transfer,N
P-111330,C-31917,2025-12,616.82,Card,N
P-123135,C-33926,2025-08,698.72,Card,N
P-108974,C-31518,2025-10,441.52,Transfer,N
P-122950,C-33895,2025-07,802.06,Transfer,N
P-118997,C-33226,2025-10,601.17,Transfer,N
P-104384,C-30742,2025-10,1243.54,Transfer,Y
P-124001,C-34071,2025-12,1052.33,Transfer,N
P-121134,C-33589,2025-08,1545.61,Transfer,N
P-101618,C-30274,2025-11,866.43,Transfer,N
P-108719,C-31476,2025-07,416.32,Card,N
P-120426,C-33467,2025-12,1027.33,Transfer,N
P-108452,C-31430,2025-10,404.92,Transfer,N
P-103832,C-30648,2025-12,533.88,Transfer,N
P-105823,C-30988,2025-08,722.0,Card,N
P-100889,C-30150,2025-11,821.5,Card,Y
P-121561,C-33661,2025-08,1066.18,Transfer,N
P-121669,C-33680,2025-07,448.28,Transfer,N
P-120610,C-33499,2025-07,485.37,Transfer,N
P-124026,C-34076,2025-07,553.64,Transfer,N
P-111687,C-31980,2025-09,1038.9,Transfer,N
P-103723,C-30630,2025-08,1771.75,Transfer,Y
P-111001,C-31861,2025-11,894.4,Transfer,N
P-120706,C-33516,2025-07,751.6,Transfer,Y
P-110831,C-31832,2025-12,714.41,Card,N
P-105682,C-30962,2025-10,878.84,Transfer,N
P-102423,C-30409,2025-12,946.62,Transfer,Y
P-119392,C-33295,2025-10,522.0,Transfer,N
P-103435,C-30580,2025-11,597.44,Transfer,N
P-104869,C-30825,2025-12,1216.63,Card,N
P-118417,C-33125,2025-10,692.24,Transfer,N
P-105341,C-30905,2025-09,834.87,Card,N
P-102063,C-30349,2025-12,706.97,Card,N
P-116791,C-32847,2025-11,599.83,Transfer,N
P-116444,C-32788,2025-09,594.61,Transfer,N
P-104372,C-30740,2025-10,608.52,Transfer,N
P-115826,C-32684,2025-09,651.7,Transfer,Y
P-100394,C-30067,2025-11,455.37,Card,N
P-123605,C-34005,2025-12,829.26,Transfer,Y
P-102992,C-30506,2025-12,754.27,Transfer,N
P-107005,C-31187,2025-07,889.54,Transfer,N
P-100054,C-30009,2025-07,1090.87,Transfer,Y
P-122340,C-33792,2025-10,794.71,Transfer,N
P-118806,C-33193,2025-11,569.44,Transfer,N
P-106993,C-31185,2025-07,728.58,Card,N
P-112601,C-32135,2025-11,763.05,Transfer,N
P-108028,C-31359,2025-09,767.54,Transfer,Y
P-123564,C-33998,2025-09,670.44,Transfer,N
P-108777,C-31485,2025-11,1278.25,Transfer,N
P-121941,C-33726,2025-07,646.99,Transfer,N
P-110593,C-31792,2025-12,1122.05,Transfer,N
P-114778,C-32507,2025-11,403.29,Transfer,N
P-123159,C-33930,2025-11,1000.81,Transfer,N
P-102753,C-30467,2025-07,791.48,Card,N
P-116792,C-32847,2025-12,431.8,Card,N
P-101024,C-30173,2025-09,1179.88,Transfer,N
P-114205,C-32410,2025-09,1098.83,Card,N
P-111375,C-31925,2025-09,1061.54,Transfer,N
P-103226,C-30545,2025-12,998.56,Transfer,N
P-105878,C-30997,2025-10,931.15,Card,N
P-113986,C-32373,2025-07,1020.65,Transfer,N
P-120098,C-33413,2025-08,1136.74,Transfer,N
P-116506,C-32799,2025-08,843.87,Transfer,N
P-110786,C-31825,2025-09,895.23,Transfer,N
P-100173,C-30029,2025-11,822.34,Transfer,Y
P-101038,C-30175,2025-11,1278.4,Transfer,N
P-101626,C-30276,2025-07,1295.98,Transfer,Y
P-119417,C-33299,2025-11,749.82,Transfer,Y
P-108217,C-31391,2025-07,785.92,Transfer,Y
P-111192,C-31894,2025-08,780.48,Transfer,N
P-121217,C-33603,2025-07,549.5,Transfer,N
P-117843,C-33027,2025-09,1485.87,Card,N
P-124452,C-34148,2025-12,577.65,Transfer,Y
P-122003,C-33736,2025-09,646.08,Transfer,Y
P-122555,C-33829,2025-08,608.13,Transfer,N
P-116881,C-32863,2025-08,1114.12,Transfer,N
P-108560,C-31449,2025-08,828.35,Transfer,N
P-124625,C-34178,2025-08,392.56,Transfer,N
P-107662,C-31297,2025-12,795.95,Transfer,N
P-122942,C-33893,2025-11,1386.23,Card,N
P-120827,C-33536,2025-11,1280.43,Transfer,N
P-104050,C-30685,2025-08,593.15,Transfer,Y
P-116756,C-32841,2025-12,646.2,Card,N
P-123995,C-34070,2025-12,371.22,Transfer,Y
P-114783,C-32508,2025-10,584.77,Transfer,N
P-109028,C-31527,2025-10,865.5,Transfer,N
P-119536,C-33319,2025-10,933.13,Transfer,N
P-111123,C-31882,2025-08,1132.78,Transfer,N
P-110406,C-31760,2025-10,590.84,Card,N
P-119786,C-33361,2025-08,626.65,Transfer,N
P-113302,C-32256,2025-12,389.56,Transfer,N
P-118548,C-33148,2025-07,484.69,Transfer,N
P-123849,C-34046,2025-10,1012.07,Card,N
P-117722,C-33006,2025-11,1007.87,Transfer,N
P-108748,C-31480,2025-12,732.34,Card,Y
P-106899,C-31169,2025-09,550.32,Card,N
P-118675,C-33171,2025-12,807.97,Card,N
P-120388,C-33461,2025-10,694.74,Transfer,N
P-109154,C-31548,2025-11,911.66,Transfer,N
P-118985,C-33224,2025-11,431.85,Transfer,N
P-101176,C-30199,2025-10,1143.52,Transfer,N
P-102995,C-30507,2025-09,899.22,Card,N
P-122149,C-33760,2025-11,1294.65,Transfer,Y
P-110897,C-31843,2025-11,1377.57,Transfer,N
P-120229,C-33435,2025-08,439.13,Transfer,N
P-122634,C-33842,2025-09,872.09,Transfer,N
P-109014,C-31525,2025-08,1035.91,Transfer,N
P-103200,C-30541,2025-10,959.97,Transfer,Y
P-100658,C-30112,2025-08,950.94,Card,N
P-113975,C-32371,2025-08,1206.71,Transfer,N
P-120515,C-33482,2025-11,777.28,Transfer,N
P-104275,C-30724,2025-09,940.13,Transfer,N
P-117168,C-32911,2025-12,610.82,Transfer,N
P-107920,C-31341,2025-07,634.31,Transfer,N
P-106326,C-31072,2025-12,979.96,Card,N
P-123829,C-34043,2025-08,905.06,Transfer,N
P-107130,C-31207,2025-12,750.97,Card,N
P-120266,C-33441,2025-09,952.85,Transfer,N
P-118755,C-33185,2025-08,1013.3,Transfer,N
P-117426,C-32957,2025-07,636.46,Transfer,N
P-108472,C-31433,2025-12,589.34,Transfer,N
P-119435,C-33302,2025-11,833.55,Transfer,N
P-107310,C-31239,2025-09,607.22,Transfer,N
P-109148,C-31547,2025-11,552.59,Transfer,N
P-120363,C-33457,2025-09,863.48,Transfer,N
P-116184,C-32744,2025-07,677.83,Transfer,N
P-116087,C-32728,2025-07,613.53,Transfer,N
P-123549,C-33995,2025-12,1035.5,Card,N
P-124462,C-34150,2025-10,799.8,Transfer,N
P-101940,C-30328,2025-10,1006.05,Card,Y
P-104995,C-30846,2025-10,951.3,Transfer,N
P-107962,C-31348,2025-07,759.22,Transfer,N
P-115292,C-32594,2025-11,610.71,Transfer,N
P-104140,C-30700,2025-12,615.42,Card,N
P-106748,C-31144,2025-08,833.49,Card,N
P-102816,C-30477,2025-10,503.8,Transfer,N
P-108203,C-31388,2025-11,469.39,Card,N
P-111589,C-31963,2025-09,1254.11,Transfer,Y
P-123580,C-34001,2025-07,838.46,Transfer,N
P-110007,C-31693,2025-09,797.5,Transfer,N
P-106989,C-31184,2025-09,718.93,Transfer,N
P-119506,C-33314,2025-10,952.38,Card,N
P-107985,C-31352,2025-08,1383.52,Transfer,N
P-106300,C-31068,2025-10,662.78,Transfer,N
P-108687,C-31470,2025-12,1012.25,Transfer,N
P-100875,C-30148,2025-09,442.75,Transfer,N
P-112440,C-32108,2025-10,397.72,Card,N
P-107912,C-31339,2025-11,760.1,Transfer,N
P-100763,C-30129,2025-11,665.89,Transfer,N
P-122482,C-33816,2025-08,472.03,Card,N
P-121568,C-33662,2025-09,776.31,Transfer,N
P-102461,C-30416,2025-08,906.78,Transfer,Y
P-106587,C-31116,2025-09,749.88,Transfer,N
P-106438,C-31091,2025-10,422.7,Card,N
P-118604,C-33157,2025-12,582.94,Card,N
P-115034,C-32551,2025-08,1456.39,Transfer,N
P-113131,C-32228,2025-08,1377.37,Transfer,N
P-112545,C-32126,2025-11,334.47,Transfer,N
P-121863,C-33712,2025-11,754.93,Card,N
P-107780,C-31317,2025-10,981.44,Transfer,N
P-113719,C-32327,2025-09,623.36,Transfer,N
P-112419,C-32105,2025-07,707.85,Transfer,N
P-118360,C-33115,2025-11,577.93,Transfer,Y
P-121772,C-33697,2025-08,1056.4,Transfer,N
P-108818,C-31492,2025-10,891.0,Transfer,N
P-112589,C-32133,2025-11,910.63,Transfer,N
P-115939,C-32703,2025-08,558.4,Card,N
P-103054,C-30517,2025-08,709.17,Card,N
P-103938,C-30666,2025-10,628.25,Transfer,N
P-111004,C-31862,2025-08,959.35,Transfer,N
P-115898,C-32696,2025-09,1503.93,Transfer,N
P-103203,C-30542,2025-07,495.75,Transfer,Y
P-102380,C-30402,2025-11,660.74,Transfer,N
P-118069,C-33065,2025-10,634.14,Transfer,N
P-112315,C-32086,2025-09,941.48,Transfer,N
P-113726,C-32328,2025-10,1260.13,Transfer,N
P-104462,C-30756,2025-10,1001.64,Transfer,N
P-112998,C-32205,2025-09,1279.04,Transfer,N
P-102249,C-30380,2025-12,460.96,Transfer,N
P-122989,C-33901,2025-10,957.9,Transfer,N
P-108185,C-31385,2025-11,1382.46,Transfer,N
P-100645,C-30110,2025-07,774.96,Card,Y
P-123386,C-33968,2025-09,736.48,Card,N
P-115683,C-32660,2025-10,1328.62,Card,N
P-101812,C-30307,2025-07,882.79,Card,N
P-104471,C-30758,2025-07,523.76,Card,N
P-119617,C-33333,2025-07,1300.22,Transfer,N
P-122039,C-33742,2025-09,686.64,Transfer,N
P-115038,C-32551,2025-12,1239.82,Transfer,N
P-113489,C-32288,2025-07,476.05,Transfer,N
P-108016,C-31357,2025-09,370.23,Transfer,N
P-107713,C-31306,2025-09,502.29,Transfer,N
P-103844,C-30650,2025-12,1219.86,Transfer,N
P-105050,C-30855,2025-11,1108.91,Transfer,N
P-119969,C-33391,2025-12,1290.07,Transfer,N
P-105034,C-30853,2025-07,536.61,Card,N
P-104148,C-30702,2025-08,816.79,Transfer,N
P-113682,C-32321,2025-07,574.95,Transfer,N
P-116026,C-32717,2025-11,814.48,Transfer,N
P-106388,C-31083,2025-08,688.78,Card,N
P-111153,C-31887,2025-08,561.45,Transfer,N
P-109851,C-31667,2025-09,485.32,Card,N
P-120755,C-33524,2025-08,662.64,Transfer,N
P-121170,C-33595,2025-08,662.34,Transfer,Y
P-115504,C-32630,2025-09,614.87,Transfer,N
P-124153,C-34098,2025-10,830.09,Card,N
P-122590,C-33835,2025-07,1669.84,Card,N
P-114007,C-32376,2025-10,1390.29,Transfer,N
P-121537,C-33657,2025-08,705.4,Transfer,Y
P-118372,C-33118,2025-09,801.88,Card,N
P-101528,C-30259,2025-08,627.73,Transfer,N
P-115557,C-32639,2025-10,646.59,Transfer,N
P-122595,C-33835,2025-12,1695.16,Transfer,N
P-117679,C-32999,2025-10,1052.19,Card,N
P-115420,C-32616,2025-07,1682.91,Transfer,N
P-104420,C-30749,2025-08,623.91,Card,Y
P-121293,C-33616,2025-07,756.52,Transfer,N
P-119371,C-33291,2025-09,716.56,Transfer,N
P-109052,C-31531,2025-10,723.64,Card,N
P-121630,C-33672,2025-11,610.88,Card,N
P-119044,C-33234,2025-09,1866.2,Card,N
P-104948,C-30838,2025-11,652.43,Card,N
P-121914,C-33721,2025-10,559.3,Transfer,Y
P-116324,C-32767,2025-09,717.53,Transfer,N
P-106248,C-31059,2025-08,1144.19,Transfer,N
P-119521,C-33317,2025-07,498.88,Transfer,N
P-124499,C-34156,2025-11,608.01,Card,N
P-113540,C-32296,2025-10,931.44,Card,N
P-123841,C-34045,2025-08,678.58,Transfer,N
P-106905,C-31170,2025-09,795.48,Card,N
P-120878,C-33545,2025-08,961.41,Transfer,Y
P-111560,C-31958,2025-07,764.96,Transfer,N
P-103539,C-30598,2025-07,995.43,Transfer,N
P-117560,C-32979,2025-09,955.85,Transfer,N
P-117641,C-32993,2025-08,795.12,Card,N
P-124013,C-34073,2025-12,586.63,Transfer,N
P-104472,C-30758,2025-08,687.9,Card,N
P-123473,C-33982,2025-09,931.84,Card,N
P-107413,C-31256,2025-09,596.97,Transfer,N
P-117599,C-32985,2025-12,1076.07,Transfer,N
P-109212,C-31559,2025-08,944.53,Transfer,N
P-113156,C-32232,2025-09,1211.39,Transfer,N
P-109898,C-31675,2025-08,673.28,Card,N
P-106119,C-31037,2025-11,358.56,Transfer,N
P-115628,C-32651,2025-09,617.05,Transfer,Y
P-116701,C-32832,2025-11,461.7,Transfer,N
P-107668,C-31298,2025-12,2019.87,Transfer,N
P-115028,C-32550,2025-08,982.84,Card,N
P-118236,C-33093,2025-09,1314.61,Transfer,N
P-120886,C-33546,2025-10,704.68,Transfer,N
P-110926,C-31848,2025-10,972.66,Transfer,N
P-120361,C-33457,2025-07,896.23,Transfer,N
P-115433,C-32618,2025-10,408.95,Transfer,N
P-121281,C-33613,2025-11,1191.03,Transfer,Y
P-118163,C-33081,2025-08,717.41,Card,Y
P-114756,C-32504,2025-07,1043.76,Transfer,N
P-108478,C-31434,2025-12,830.29,Transfer,N
P-115221,C-32582,2025-12,996.99,Transfer,N
P-106976,C-31182,2025-08,795.28,Transfer,N
P-103344,C-30565,2025-10,1284.65,Transfer,N
P-101595,C-30270,2025-12,365.4,Card,N
P-121688,C-33683,2025-08,956.9,Transfer,N
P-108964,C-31516,2025-12,550.94,Transfer,N
P-121947,C-33727,2025-07,398.32,Transfer,N
P-107061,C-31196,2025-09,1598.42,Transfer,N
P-117527,C-32973,2025-12,430.22,Card,N
P-100439,C-30075,2025-08,1254.37,Card,N
P-114820,C-32514,2025-11,1349.14,Transfer,Y
P-111446,C-31938,2025-07,671.01,Transfer,N
P-117331,C-32939,2025-12,584.96,Card,N
P-119452,C-33305,2025-10,1349.09,Card,N
P-114300,C-32426,2025-08,846.2,Transfer,N
P-122325,C-33790,2025-07,928.68,Transfer,N
P-103952,C-30668,2025-12,670.16,Transfer,N
P-112980,C-32202,2025-08,1008.53,Transfer,Y
P-108660,C-31466,2025-09,704.76,Transfer,Y
P-113306,C-32257,2025-10,1751.5,Transfer,N
P-117000,C-32883,2025-09,1118.75,Card,Y
P-123950,C-34063,2025-09,620.33,Transfer,N
P-103393,C-30573,2025-11,835.2,Card,N
P-100610,C-30104,2025-08,628.51,Transfer,N
P-123093,C-33919,2025-08,932.13,Card,N
P-111786,C-31996,2025-12,856.02,Transfer,N
P-124148,C-34097,2025-11,943.16,Transfer,Y
P-106929,C-31174,2025-09,653.23,Transfer,N
P-118808,C-33194,2025-07,530.52,Transfer,Y
P-119589,C-33328,2025-09,594.79,Transfer,N
P-104748,C-30804,2025-12,1072.93,Card,N
P-106479,C-31098,2025-09,991.64,Transfer,N
P-121411,C-33635,2025-09,870.36,Transfer,N
P-112985,C-32203,2025-07,401.21,Transfer,N
P-100172,C-30029,2025-10,750.1,Transfer,Y
P-115519,C-32632,2025-12,1355.8,Transfer,N
P-123689,C-34019,2025-12,622.42,Transfer,N
P-109025,C-31527,2025-07,713.83,Transfer,N
P-114545,C-32468,2025-08,1551.48,Transfer,N
P-123628,C-34009,2025-11,472.37,Card,Y
P-113931,C-32363,2025-12,903.9,Transfer,N
P-121423,C-33637,2025-09,602.82,Transfer,Y
P-106569,C-31113,2025-09,662.05,Card,Y
P-110666,C-31805,2025-07,1021.13,Transfer,N
P-100437,C-30074,2025-12,1106.18,Transfer,N
P-117708,C-33004,2025-09,1091.61,Transfer,N
P-122017,C-33738,2025-11,401.86,Transfer,N
P-119411,C-33298,2025-11,728.97,Transfer,N
P-103704,C-30627,2025-07,424.91,Transfer,N
P-103802,C-30643,2025-12,756.39,Transfer,N
P-121357,C-33626,2025-11,899.73,Card,N
P-109374,C-31586,2025-12,1033.46,Card,N
P-113344,C-32263,2025-12,932.2,Transfer,N
P-109292,C-31573,2025-08,590.36,Transfer,N
P-114925,C-32532,2025-08,769.58,Transfer,Y
P-123763,C-34032,2025-08,731.3,Transfer,N
P-118547,C-33147,2025-12,784.99,Transfer,N
P-115746,C-32671,2025-07,1572.96,Card,N
P-100695,C-30118,2025-09,873.92,Transfer,N
P-116107,C-32731,2025-09,686.28,Transfer,Y
P-110562,C-31787,2025-12,682.43,Transfer,N
P-110943,C-31851,2025-09,1360.02,Transfer,N
P-105013,C-30849,2025-10,671.2,Transfer,Y
P-121937,C-33725,2025-09,837.37,Card,N
P-118533,C-33145,2025-10,1043.13,Transfer,Y
P-124310,C-34125,2025-08,1200.86,Transfer,N
P-100554,C-30094,2025-09,957.12,Transfer,N
P-121556,C-33660,2025-09,1324.77,Card,N
P-113712,C-32326,2025-08,1095.76,Card,N
P-106456,C-31094,2025-10,533.76,Transfer,N
P-104910,C-30832,2025-09,831.0,Transfer,N
P-114878,C-32524,2025-09,999.73,Transfer,Y
P-124200,C-34106,2025-09,982.19,Transfer,Y
P-104823,C-30818,2025-08,877.12,Card,N
P-123554,C-33996,2025-11,724.49,Transfer,N
P-107545,C-31278,2025-09,413.91,Card,N
P-101641,C-30278,2025-10,601.53,Card,N
P-113910,C-32360,2025-09,1170.94,Transfer,N
P-123569,C-33999,2025-08,1219.7,Transfer,N
P-122874,C-33882,2025-09,1161.76,Card,N
P-122414,C-33804,2025-12,469.26,Transfer,N
P-119690,C-33345,2025-08,1677.28,Transfer,N
P-117081,C-32897,2025-09,1016.51,Transfer,N
P-123185,C-33935,2025-07,749.13,Transfer,N
P-116290,C-32761,2025-11,1056.43,Transfer,N
P-107052,C-31194,2025-12,693.04,Transfer,Y
P-110933,C-31849,2025-11,920.09,Card,N
P-108608,C-31457,2025-11,898.0,Card,N
P-120172,C-33425,2025-10,442.75,Card,N
P-101942,C-30328,2025-12,961.29,Transfer,N
P-105459,C-30925,2025-07,620.74,Transfer,N
P-101670,C-30283,2025-09,603.2,Transfer,N
P-100041,C-30006,2025-12,994.46,Transfer,N
P-107537,C-31277,2025-07,905.61,Transfer,N
P-114527,C-32465,2025-08,533.12,Transfer,N
P-122724,C-33857,2025-09,736.85,Transfer,N
P-110895,C-31843,2025-09,1204.41,Transfer,N
P-116470,C-32793,2025-08,590.9,Transfer,Y
P-104936,C-30836,2025-11,1075.99,Card,N
P-100487,C-30083,2025-08,451.93,Transfer,Y
P-102181,C-30369,2025-10,775.03,Card,N
P-118314,C-33108,2025-07,571.7,Transfer,Y
P-105875,C-30997,2025-07,922.4,Transfer,Y
P-118261,C-33098,2025-09,636.15,Transfer,Y
P-113134,C-32228,2025-11,1305.84,Transfer,N
P-122699,C-33853,2025-08,603.38,Transfer,N
P-122974,C-33899,2025-07,622.99,Transfer,N
P-103589,C-30607,2025-07,597.21,Transfer,N
P-121039,C-33572,2025-12,864.26,Card,N
P-105887,C-30999,2025-07,552.14,Transfer,N
P-100678,C-30115,2025-10,1302.9,Transfer,Y
P-121452,C-33642,2025-09,655.17,Transfer,N
P-117033,C-32889,2025-09,749.45,Transfer,N
P-111773,C-31994,2025-11,1022.16,Transfer,N
P-110582,C-31791,2025-08,766.7,Transfer,Y
P-109846,C-31666,2025-10,1500.0,Transfer,N
P-112976,C-32201,2025-10,550.66,Transfer,N
P-110520,C-31780,2025-07,1359.01,Transfer,N
P-111079,C-31874,2025-12,928.48,Transfer,N
P-117605,C-32986,2025-12,1139.35,Transfer,N
P-102610,C-30443,2025-08,694.55,Transfer,N
P-116695,C-32831,2025-11,736.19,Transfer,N
P-120063,C-33407,2025-09,546.11,Transfer,N
P-112369,C-32095,2025-10,806.07,Transfer,N
P-112968,C-32199,2025-09,751.25,Card,N
P-121382,C-33630,2025-10,451.89,Card,N
P-113936,C-32364,2025-11,757.08,Transfer,N
P-124244,C-34114,2025-08,883.92,Transfer,N
P-102162,C-30366,2025-09,539.78,Transfer,N
P-123487,C-33984,2025-11,910.67,Transfer,N
P-106745,C-31143,2025-11,533.81,Card,N
P-124653,C-34182,2025-12,627.38,Transfer,N
P-123383,C-33967,2025-12,279.73,Transfer,N
P-111685,C-31980,2025-07,1027.5,Card,N
P-120101,C-33413,2025-11,1131.46,Transfer,Y
P-119019,C-33230,2025-08,1059.32,Transfer,N
P-101584,C-30269,2025-07,1097.73,Transfer,N
P-111570,C-31960,2025-08,1674.4,Card,N
