case_id,district,household_size,age_band,language_preference,tenure,opened_date,status,closure_month,monthly_award,payment_adjustments,contact_attempts,months_since_review
C-31886,Ash Hill,3,45-59,English,No fixed abode,2021-02-12,Active,,1133.85,1,0,23
C-31887,Weybridge,2,45-59,English,Resident with family,2021-04-11,Active,,536.22,0,5,9
C-31888,Weybridge,4,75+,Spanish,Private tenancy,2025-02-02,Active,,1148.71,2,4,13
C-31889,Northgate,4,45-59,English,Resident with family,2023-07-27,Active,,1409.59,1,5,17
C-31890,Weybridge,3,30-44,Other,Owner-occupier,2022-09-13,Active,,857.75,5,4,6
C-31891,Calder Central,1,30-44,English,No fixed abode,2024-06-29,Active,,440.33,2,0,17
C-31892,Ash Hill,1,60-74,Other,Resident with family,2023-04-23,Active,,767.02,1,7,5
C-31893,Ash Hill,1,60-74,English,Resident with family,2022-12-25,Closed,2025-09,420.48,1,0,21
C-31894,Calder Central,3,45-59,English,Resident with family,2022-08-24,Active,,739.94,2,2,12
C-31895,Northgate,1,45-59,English,Resident with family,2023-06-04,Active,,644.87,1,2,12
C-31896,Weybridge,3,45-59,English,No fixed abode,2025-07-23,Active,,833.39,3,0,10
C-31897,Calder Central,2,30-44,Other,No fixed abode,2021-01-03,Active,,741.98,1,5,17
C-31898,Weybridge,1,60-74,English,Owner-occupier,2021-12-27,Active,,521.74,1,1,23
C-31899,Calder Central,1,45-59,English,Social tenancy,2022-07-20,Active,,678.92,1,2,12
C-31900,Ash Hill,1,60-74,English,Resident with family,2025-03-31,Active,,719.47,1,0,0
C-31901,Calder Central,1,45-59,Other,No fixed abode,2023-07-18,Active,,483.74,1,5,4
C-31902,Calder Central,1,45-59,English,No fixed abode,2022-02-16,Active,,531.34,0,2,16
C-31903,Calder Central,2,30-44,English,Resident with family,2024-09-04,Active,,973.98,2,3,14
C-31904,Calder Central,2,45-59,English,Resident with family,2021-06-06,Active,,904.31,1,3,14
C-31905,Calder Central,2,75+,English,Private tenancy,2021-01-03,Active,,955.39,1,2,3
C-31906,Northgate,2,75+,English,Private tenancy,2024-05-22,Active,,920.52,0,2,4
C-31907,Calder Central,3,30-44,English,Owner-occupier,2023-02-08,Active,,854.0,2,2,12
C-31908,Northgate,2,45-59,English,Private tenancy,2021-10-15,Closed,2025-08,650.09,1,2,19
C-31909,Weybridge,5,75+,English,Private tenancy,2022-10-11,Active,,1611.83,1,2,3
C-31910,Weybridge,4,75+,English,Social tenancy,2025-06-11,Active,,1407.84,0,3,9
C-31911,Northgate,1,75+,English,Resident with family,2023-08-02,Active,,727.33,0,4,12
C-31912,Weybridge,3,45-59,Spanish,Private tenancy,2023-12-26,Active,,775.12,2,4,8
C-31913,Northgate,3,18-29,English,Social tenancy,2025-05-21,Active,,916.61,1,2,11
C-31914,Northgate,4,60-74,English,Owner-occupier,2021-03-23,Active,,839.71,0,1,18
C-31915,Calder Central,1,60-74,English,Social tenancy,2025-08-11,Closed,2025-09,693.61,2,5,10
C-31916,Calder Central,1,45-59,Other,Owner-occupier,2023-02-24,Active,,593.6,1,7,18
C-31917,Calder Central,1,30-44,English,Social tenancy,2021-07-10,Active,,596.41,0,2,9
C-31918,Weybridge,3,60-74,English,No fixed abode,2024-11-26,Active,,1203.64,1,2,16
C-31919,Weybridge,2,30-44,English,No fixed abode,2022-04-23,Active,,598.8,0,0,18
C-31920,Calder Central,1,45-59,English,Private tenancy,2022-10-05,Active,,745.94,0,2,13
C-31921,Calder Central,2,60-74,English,Private tenancy,2023-11-24,Active,,581.31,1,2,7
C-31922,Weybridge,3,18-29,English,Resident with family,2021-04-19,Active,,705.61,0,0,10
C-31923,Calder Central,3,75+,English,No fixed abode,2022-04-25,Active,,609.34,1,1,15
C-31924,Calder Central,4,75+,English,Social tenancy,2024-06-17,Active,,913.18,1,3,15
C-31925,Northgate,4,60-74,English,Social tenancy,2023-10-22,Active,,1037.52,0,3,2
C-31926,Ash Hill,4,30-44,Spanish,Private tenancy,2023-12-12,Active,,709.94,3,3,10
C-31927,Northgate,1,30-44,Other,Social tenancy,2021-10-13,Active,,468.53,0,5,1
C-31928,Calder Central,3,30-44,English,No fixed abode,2023-09-26,Active,,1210.6,2,5,5
C-31929,Northgate,3,45-59,English,No fixed abode,2021-05-26,Active,,699.52,3,1,1
C-31930,Weybridge,2,60-74,English,Private tenancy,2021-11-30,Active,,987.7,0,2,21
C-31931,Calder Central,2,60-74,English,No fixed abode,2022-07-08,Active,,795.87,0,3,18
C-31932,Calder Central,4,18-29,English,Owner-occupier,2022-03-17,Active,,1151.58,0,0,16
C-31933,Calder Central,1,18-29,English,No fixed abode,2022-01-18,Closed,2025-10,426.82,2,5,11
C-31934,Northgate,3,30-44,English,Resident with family,2024-06-11,Active,,847.33,2,2,6
C-31935,Weybridge,3,45-59,English,Resident with family,2025-06-30,Active,,609.19,0,1,17
C-31936,Northgate,1,45-59,English,Owner-occupier,2022-03-01,Active,,598.45,1,2,0
C-31937,Ash Hill,3,30-44,English,Private tenancy,2023-05-13,Closed,2025-07,831.81,1,4,0
C-31938,Calder Central,3,18-29,English,Owner-occupier,2023-05-28,Active,,821.25,2,2,6
C-31939,Northgate,2,75+,English,Social tenancy,2021-05-26,Active,,556.35,1,0,7
C-31940,Ash Hill,4,30-44,English,Social tenancy,2025-08-10,Active,,1271.7,0,2,5
C-31941,Calder Central,3,60-74,English,Resident with family,2024-03-07,Active,,1203.12,0,3,19
C-31942,Weybridge,3,60-74,English,Private tenancy,2023-04-08,Closed,2025-11,1226.15,1,2,19
C-31943,Ash Hill,4,45-59,English,Social tenancy,2022-03-04,Active,,908.36,0,3,15
C-31944,Calder Central,1,18-29,English,Resident with family,2022-06-30,Active,,677.13,1,1,18
C-31945,Northgate,3,30-44,English,No fixed abode,2022-01-08,Active,,724.59,1,1,15
C-31946,Calder Central,4,60-74,Spanish,Private tenancy,2023-12-30,Active,,769.84,1,6,16
C-31947,Calder Central,1,30-44,English,Private tenancy,2024-01-16,Active,,499.51,0,3,15
C-31948,Weybridge,5,30-44,English,Private tenancy,2024-11-03,Active,,1049.89,3,2,17
C-31949,Calder Central,5,18-29,Other,Resident with family,2024-11-30,Active,,1320.82,1,7,3
C-31950,Weybridge,3,30-44,English,Resident with family,2021-12-03,Active,,1233.03,2,1,6
C-31951,Northgate,2,75+,English,Social tenancy,2023-12-18,Active,,769.55,1,0,16
C-31952,Weybridge,1,30-44,English,Resident with family,2023-11-11,Active,,392.9,0,1,5
C-31953,Calder Central,1,30-44,English,Social tenancy,2023-01-25,Active,,766.09,2,0,3
C-31954,Weybridge,1,30-44,English,Social tenancy,2024-05-17,Closed,2025-07,390.78,2,0,3
C-31955,Weybridge,4,30-44,English,Owner-occupier,2021-01-16,Active,,1152.52,0,1,0
C-31956,Weybridge,1,30-44,English,Private tenancy,2021-10-19,Active,,552.7,2,1,7
C-31957,Calder Central,1,30-44,English,Social tenancy,2024-03-24,Active,,560.3,1,2,14
C-31958,Weybridge,5,45-59,English,Owner-occupier,2024-04-10,Suspended,,799.64,0,0,7
C-31959,Ash Hill,4,45-59,English,No fixed abode,2022-09-03,Closed,2025-09,1412.96,3,2,10
C-31960,Ash Hill,5,60-74,Other,No fixed abode,2023-07-22,Suspended,,1598.22,0,2,4
C-31961,Weybridge,3,45-59,English,Resident with family,2024-10-07,Active,,872.02,2,2,17
C-31962,Weybridge,2,75+,Other,Resident with family,2021-10-23,Active,,663.82,2,2,8
C-31963,Weybridge,4,75+,English,Resident with family,2023-11-27,Active,,1258.86,1,3,18
C-31964,Calder Central,3,60-74,English,Social tenancy,2021-12-17,Active,,900.41,1,1,17
C-31965,Calder Central,2,30-44,English,No fixed abode,2024-05-31,Active,,741.5,0,4,4
C-31966,Northgate,5,45-59,English,Owner-occupier,2021-02-13,Active,,890.58,0,2,4
C-31967,Weybridge,3,18-29,Spanish,Owner-occupier,2022-07-22,Active,,1029.68,0,4,6
C-31968,Calder Central,1,45-59,Spanish,No fixed abode,2022-07-22,Active,,626.08,0,2,14
C-31969,Northgate,1,75+,English,Social tenancy,2024-02-08,Suspended,,536.47,1,2,2
C-31970,Weybridge,3,60-74,Other,Owner-occupier,2024-12-05,Active,,1194.3,2,3,7
C-31971,Calder Central,1,75+,English,No fixed abode,2024-09-24,Closed,2025-07,487.77,1,0,21
C-31972,Weybridge,2,30-44,English,No fixed abode,2024-12-25,Active,,697.83,0,2,5
C-31973,Northgate,4,60-74,English,Owner-occupier,2021-07-16,Active,,1260.44,0,2,5
C-31974,Weybridge,2,45-59,Other,Social tenancy,2025-06-21,Active,,938.78,1,4,2
C-31975,Northgate,1,75+,English,Social tenancy,2022-12-27,Active,,437.19,3,0,5
C-31976,Weybridge,5,60-74,English,Owner-occupier,2021-08-06,Active,,830.63,2,3,11
C-31977,Northgate,1,18-29,English,Resident with family,2023-11-09,Active,,740.41,1,1,13
C-31978,Weybridge,1,30-44,Other,Resident with family,2022-02-27,Active,,553.14,1,4,0
C-31979,Northgate,3,45-59,Spanish,Social tenancy,2023-03-28,Active,,987.88,3,5,9
C-31980,Ash Hill,4,45-59,Spanish,No fixed abode,2022-09-13,Active,,987.09,3,3,7
C-31981,Calder Central,1,30-44,Spanish,No fixed abode,2022-05-15,Active,,634.99,2,4,12
C-31982,Weybridge,1,30-44,English,Private tenancy,2021-07-09,Active,,439.4,1,2,7
C-31983,Calder Central,3,30-44,English,Social tenancy,2023-08-01,Active,,973.68,0,2,11
C-31984,Northgate,1,30-44,Spanish,Owner-occupier,2025-06-05,Active,,599.54,3,1,15
C-31985,Calder Central,4,30-44,Spanish,Social tenancy,2022-01-24,Active,,780.75,3,5,21
C-31986,Weybridge,3,30-44,English,Private tenancy,2022-07-31,Active,,625.56,0,2,21
C-31987,Weybridge,4,45-59,English,Owner-occupier,2021-04-06,Active,,1189.23,1,3,2
C-31988,Calder Central,2,60-74,English,Private tenancy,2024-11-08,Active,,522.85,1,2,21
C-31989,Ash Hill,1,45-59,English,Private tenancy,2021-11-22,Active,,383.28,1,4,16
C-31990,Northgate,3,75+,Spanish,Owner-occupier,2024-03-15,Active,,1089.36,3,4,15
C-31991,Calder Central,1,18-29,English,Private tenancy,2022-08-21,Active,,619.09,0,3,6
C-31992,Calder Central,2,75+,English,Owner-occupier,2021-01-05,Active,,939.07,1,2,11
C-31993,Ash Hill,4,30-44,English,Private tenancy,2021-09-02,Active,,845.51,1,3,2
C-31994,Northgate,3,30-44,English,No fixed abode,2021-07-15,Active,,1066.97,0,1,0
C-31995,Northgate,1,30-44,Other,No fixed abode,2022-11-26,Active,,435.02,4,4,7
C-31996,Northgate,2,30-44,English,Owner-occupier,2024-05-26,Active,,880.64,3,0,20
C-31997,Northgate,3,30-44,English,Resident with family,2022-05-11,Active,,851.26,0,3,12
C-31998,Ash Hill,4,60-74,English,Resident with family,2023-10-27,Active,,1418.63,0,3,9
C-31999,Calder Central,1,75+,English,Resident with family,2025-07-19,Active,,596.81,2,0,2
C-32000,Calder Central,3,45-59,English,No fixed abode,2023-03-28,Active,,746.9,0,2,19
C-32001,Calder Central,4,18-29,English,No fixed abode,2021-02-14,Closed,2025-09,1407.33,0,3,0
C-32002,Calder Central,2,30-44,Spanish,Private tenancy,2023-12-15,Active,,511.96,2,3,8
C-32003,Calder Central,5,75+,English,Private tenancy,2025-06-09,Active,,1267.15,1,2,15
C-32004,Northgate,4,45-59,English,Private tenancy,2022-11-13,Active,,907.8,2,2,16
C-32005,Calder Central,3,45-59,English,Owner-occupier,2022-05-14,Active,,860.43,2,2,12
C-32006,Calder Central,3,60-74,English,Owner-occupier,2022-06-29,Active,,1103.05,0,0,9
C-32007,Northgate,4,75+,Other,Social tenancy,2024-11-18,Suspended,,1099.14,3,6,7
C-32008,Weybridge,4,30-44,English,Social tenancy,2024-07-31,Active,,1247.27,0,0,7
C-32009,Ash Hill,1,45-59,English,Resident with family,2021-03-27,Active,,459.91,1,2,10
C-32010,Northgate,2,18-29,English,Social tenancy,2025-05-30,Active,,694.34,0,1,16
C-32011,Calder Central,1,45-59,English,No fixed abode,2025-03-04,Closed,2025-09,571.83,0,4,14
C-32012,Weybridge,2,30-44,English,Social tenancy,2025-05-03,Active,,814.74,1,3,17
C-32013,Weybridge,1,30-44,English,Private tenancy,2022-07-25,Active,,596.07,1,3,3
C-32014,Ash Hill,4,45-59,English,Owner-occupier,2022-07-24,Active,,886.39,0,1,8
C-32015,Ash Hill,2,45-59,English,Private tenancy,2023-10-01,Active,,862.07,0,2,23
C-32016,Weybridge,4,30-44,English,Social tenancy,2023-10-26,Suspended,,1135.85,2,3,16
C-32017,Calder Central,3,75+,English,Social tenancy,2024-06-30,Active,,704.75,0,1,14
C-32018,Calder Central,4,18-29,English,No fixed abode,2025-06-07,Closed,2025-09,1383.69,1,1,19
C-32019,Weybridge,2,45-59,English,No fixed abode,2024-01-06,Active,,1021.2,0,4,4
C-32020,Ash Hill,2,60-74,English,No fixed abode,2025-01-02,Active,,630.21,0,2,15
C-32021,Weybridge,3,75+,Spanish,Owner-occupier,2023-02-19,Active,,1043.09,0,4,11
C-32022,Calder Central,2,75+,English,Social tenancy,2024-10-05,Active,,951.98,1,3,1
C-32023,Ash Hill,1,18-29,English,Resident with family,2022-06-11,Active,,574.62,0,1,19
C-32024,Northgate,3,30-44,Other,No fixed abode,2024-05-17,Active,,661.75,0,2,7
C-32025,Calder Central,4,45-59,English,Social tenancy,2022-05-24,Active,,949.55,2,2,23
C-32026,Northgate,2,30-44,English,Owner-occupier,2023-09-29,Closed,2025-08,585.83,1,2,3
C-32027,Northgate,2,18-29,English,Resident with family,2025-03-26,Active,,883.96,1,0,18
C-32028,Northgate,4,75+,English,No fixed abode,2021-07-19,Active,,1158.92,2,2,10
C-32029,Northgate,3,45-59,English,Resident with family,2023-12-11,Active,,622.46,0,3,3
C-32030,Northgate,3,18-29,English,No fixed abode,2021-08-27,Active,,1106.35,1,0,23
C-32031,Northgate,3,30-44,English,Private tenancy,2023-01-11,Active,,770.59,0,2,7
C-32032,Weybridge,3,18-29,Spanish,No fixed abode,2025-01-31,Active,,1153.55,2,5,10
C-32033,Ash Hill,2,60-74,English,Owner-occupier,2022-05-27,Active,,585.14,0,4,18
C-32034,Calder Central,3,45-59,Other,Resident with family,2024-06-12,Active,,1122.61,1,4,21
C-32035,Ash Hill,5,18-29,English,Social tenancy,2022-12-20,Active,,1139.01,3,5,19
C-32036,Weybridge,2,45-59,Spanish,Resident with family,2021-05-26,Suspended,,603.96,1,5,1
C-32037,Calder Central,4,75+,Spanish,Owner-occupier,2021-02-07,Active,,937.14,1,5,2
C-32038,Ash Hill,4,30-44,English,Social tenancy,2023-12-04,Active,,1171.37,1,3,20
C-32039,Northgate,2,18-29,Other,Social tenancy,2021-09-30,Active,,673.5,0,4,19
C-32040,Calder Central,3,60-74,Other,Social tenancy,2024-04-12,Active,,653.65,2,5,15
C-32041,Calder Central,2,18-29,English,Social tenancy,2024-07-10,Active,,689.68,2,1,7
C-32042,Calder Central,4,60-74,English,Social tenancy,2024-06-16,Active,,959.89,1,4,2
C-32043,Weybridge,1,30-44,English,Owner-occupier,2023-11-22,Active,,512.0,0,1,16
C-32044,Weybridge,2,30-44,English,Resident with family,2024-12-19,Active,,802.02,0,2,5
C-32045,Northgate,2,30-44,Other,Resident with family,2022-10-08,Active,,571.08,1,4,15
C-32046,Weybridge,2,18-29,Spanish,Owner-occupier,2021-06-08,Active,,820.46,3,5,2
C-32047,Northgate,1,75+,Spanish,Private tenancy,2024-04-19,Active,,486.47,2,6,7
C-32048,Northgate,3,30-44,English,Owner-occupier,2022-11-01,Active,,1206.29,3,3,5
C-32049,Calder Central,3,18-29,English,Resident with family,2021-02-18,Active,,980.88,0,2,22
C-32050,Calder Central,6,30-44,English,Resident with family,2022-05-30,Active,,1085.04,0,2,16
C-32051,Calder Central,4,45-59,Other,Private tenancy,2023-08-23,Active,,1249.22,0,4,3
C-32052,Ash Hill,6,45-59,English,Private tenancy,2021-07-16,Active,,1585.76,1,2,23
C-32053,Northgate,2,18-29,Other,Resident with family,2021-01-04,Active,,741.05,2,3,4
C-32054,Calder Central,1,60-74,Other,Owner-occupier,2021-02-02,Active,,701.11,0,4,10
C-32055,Weybridge,1,18-29,English,Private tenancy,2023-11-23,Active,,654.8,2,4,4
C-32056,Calder Central,1,30-44,English,Private tenancy,2023-06-14,Active,,415.28,0,3,8
C-32057,Northgate,5,45-59,English,Owner-occupier,2024-03-01,Active,,1560.61,0,3,2
C-32058,Ash Hill,1,60-74,English,Owner-occupier,2023-01-25,Active,,420.51,0,0,0
C-32059,Calder Central,1,75+,English,No fixed abode,2022-09-04,Active,,403.71,3,1,11
C-32060,Northgate,1,60-74,English,No fixed abode,2023-02-26,Active,,492.14,1,3,17
C-32061,Ash Hill,4,30-44,English,Owner-occupier,2024-07-07,Active,,1090.56,0,2,12
C-32062,Calder Central,2,30-44,English,Social tenancy,2021-08-22,Active,,943.2,1,0,18
C-32063,Calder Central,1,60-74,English,Owner-occupier,2023-03-13,Active,,467.69,3,2,15
C-32064,Northgate,5,30-44,English,Private tenancy,2021-03-26,Active,,1543.94,2,2,2
C-32065,Calder Central,5,60-74,English,Social tenancy,2025-03-02,Active,,1459.25,0,3,7
C-32066,Northgate,2,30-44,Spanish,No fixed abode,2022-11-07,Active,,785.89,2,3,15
C-32067,Calder Central,5,60-74,English,No fixed abode,2021-04-07,Active,,898.18,0,3,5
C-32068,Weybridge,1,60-74,English,Social tenancy,2023-05-14,Active,,389.99,1,2,9
C-32069,Northgate,2,18-29,English,Private tenancy,2023-09-18,Active,,988.52,0,3,23
C-32070,Ash Hill,4,30-44,English,Resident with family,2024-06-12,Active,,1143.99,1,1,11
C-32071,Weybridge,4,60-74,English,Private tenancy,2025-01-24,Active,,1053.18,0,2,10
C-32072,Calder Central,4,60-74,English,Owner-occupier,2022-11-24,Active,,1254.05,1,1,11
C-32073,Northgate,3,30-44,English,No fixed abode,2024-07-27,Active,,896.94,1,2,19
C-32074,Weybridge,1,60-74,English,Private tenancy,2021-03-31,Active,,481.06,1,2,2
C-32075,Calder Central,2,45-59,English,Resident with family,2024-11-27,Active,,502.29,0,1,3
C-32076,Calder Central,1,45-59,English,Owner-occupier,2021-04-24,Active,,490.56,1,2,21
C-32077,Calder Central,4,45-59,English,Resident with family,2023-03-15,Active,,1008.84,1,2,3
C-32078,Ash Hill,1,75+,English,No fixed abode,2022-11-02,Active,,549.42,1,2,12
C-32079,Ash Hill,1,60-74,English,Resident with family,2023-10-24,Suspended,,693.19,1,2,18
C-32080,Calder Central,2,18-29,Spanish,Social tenancy,2022-01-01,Active,,532.86,1,5,3
C-32081,Weybridge,3,45-59,English,No fixed abode,2025-04-12,Active,,1235.23,2,4,7
C-32082,Calder Central,3,60-74,English,Social tenancy,2021-01-29,Active,,1052.98,0,0,6
C-32083,Calder Central,3,18-29,Spanish,Owner-occupier,2022-07-06,Active,,774.76,1,6,3
C-32084,Weybridge,4,60-74,Other,No fixed abode,2022-12-14,Active,,1279.24,1,3,11
C-32085,Weybridge,3,30-44,English,Owner-occupier,2024-03-03,Suspended,,886.29,0,0,12
C-32086,Calder Central,4,45-59,English,Owner-occupier,2023-07-19,Active,,998.65,0,0,12
C-32087,Weybridge,1,45-59,English,Private tenancy,2024-05-30,Active,,526.43,0,4,18
C-32088,Ash Hill,4,30-44,English,Owner-occupier,2021-07-13,Active,,877.04,0,4,15
C-32089,Calder Central,2,45-59,Spanish,No fixed abode,2024-11-08,Active,,923.28,2,2,7
C-32090,Weybridge,2,30-44,English,Private tenancy,2022-05-15,Closed,2025-11,929.16,3,0,23
C-32091,Calder Central,2,30-44,English,Social tenancy,2022-02-08,Active,,570.89,0,5,13
C-32092,Calder Central,2,18-29,Spanish,Owner-occupier,2023-05-29,Active,,748.21,3,1,7
C-32093,Weybridge,2,45-59,Other,Social tenancy,2023-10-22,Active,,1030.98,4,3,15
C-32094,Weybridge,1,45-59,English,Resident with family,2021-11-24,Active,,485.44,0,1,6
C-32095,Weybridge,4,30-44,English,Resident with family,2024-11-27,Active,,1071.63,0,1,21
C-32096,Weybridge,4,45-59,English,Resident with family,2021-05-02,Closed,2025-08,822.55,1,3,14
C-32097,Ash Hill,1,45-59,Spanish,Private tenancy,2024-02-04,Active,,571.06,1,5,18
C-32098,Ash Hill,1,18-29,Spanish,No fixed abode,2023-05-28,Active,,703.92,2,5,8
C-32099,Ash Hill,1,45-59,English,Resident with family,2021-05-12,Closed,2025-09,394.88,1,1,15
C-32100,Northgate,2,30-44,English,Owner-occupier,2023-10-15,Active,,894.56,1,1,8
C-32101,Ash Hill,1,30-44,English,Private tenancy,2024-02-05,Active,,700.83,2,1,6
C-32102,Calder Central,1,45-59,English,Resident with family,2023-04-14,Active,,504.62,0,2,2
C-32103,Weybridge,3,60-74,English,Resident with family,2021-10-24,Active,,720.62,3,1,11
C-32104,Calder Central,1,60-74,English,Social tenancy,2021-03-26,Closed,2025-08,394.39,2,5,13
C-32105,Calder Central,1,30-44,English,No fixed abode,2022-02-08,Active,,746.56,2,1,16
C-32106,Calder Central,2,60-74,English,No fixed abode,2022-02-16,Active,,835.24,2,2,22
C-32107,Ash Hill,4,30-44,Other,Owner-occupier,2024-11-18,Active,,1130.85,1,5,8
C-32108,Northgate,1,45-59,English,Private tenancy,2021-07-06,Closed,2025-11,379.47,0,1,2
C-32109,Weybridge,1,75+,Spanish,Owner-occupier,2022-06-12,Active,,552.88,3,5,5
C-32110,Weybridge,2,75+,Other,Social tenancy,2025-05-09,Active,,569.42,5,3,19
C-32111,Ash Hill,3,18-29,English,Private tenancy,2025-07-05,Active,,1036.88,0,0,6
C-32112,Ash Hill,3,30-44,English,Resident with family,2023-12-22,Active,,1140.46,1,0,19
C-32113,Calder Central,5,45-59,English,Private tenancy,2025-02-10,Active,,1218.17,1,1,2
C-32114,Calder Central,3,30-44,English,Private tenancy,2021-12-24,Active,,813.69,0,4,14
C-32115,Calder Central,1,18-29,Other,No fixed abode,2025-07-30,Active,,395.81,2,4,22
C-32116,Calder Central,1,45-59,English,No fixed abode,2023-02-11,Active,,486.75,0,1,20
C-32117,Ash Hill,3,45-59,English,Resident with family,2021-10-14,Active,,897.4,1,0,18
C-32118,Calder Central,3,30-44,English,Social tenancy,2022-08-05,Active,,738.16,1,2,19
C-32119,Weybridge,3,30-44,English,Private tenancy,2021-04-04,Active,,852.35,0,0,7
C-32120,Calder Central,3,18-29,Other,Private tenancy,2023-06-20,Closed,2025-09,1022.81,3,4,18
C-32121,Calder Central,2,75+,English,Resident with family,2024-11-07,Active,,731.25,1,1,15
C-32122,Weybridge,2,45-59,English,Owner-occupier,2022-10-19,Active,,844.52,1,3,23
C-32123,Calder Central,3,45-59,Spanish,Social tenancy,2022-04-04,Active,,994.22,1,4,13
C-32124,Weybridge,2,60-74,Spanish,Social tenancy,2023-09-03,Active,,625.43,2,4,4
C-32125,Weybridge,4,18-29,Spanish,Resident with family,2021-07-30,Active,,1200.74,2,5,8
C-32126,Ash Hill,1,60-74,English,No fixed abode,2025-03-15,Active,,419.03,0,2,15
C-32127,Ash Hill,3,45-59,Other,No fixed abode,2023-04-04,Active,,1187.95,2,4,10
C-32128,Northgate,3,45-59,English,Resident with family,2021-11-12,Active,,893.11,0,3,21
C-32129,Calder Central,3,45-59,English,Social tenancy,2022-05-28,Active,,1041.98,0,0,21
C-32130,Northgate,1,60-74,English,Social tenancy,2024-12-20,Active,,712.55,1,0,20
C-32131,Weybridge,4,30-44,English,Social tenancy,2023-08-12,Closed,2025-12,966.69,0,0,15
C-32132,Ash Hill,4,18-29,English,Resident with family,2024-10-27,Active,,1263.72,0,1,16
C-32133,Northgate,3,75+,Other,Social tenancy,2023-01-23,Active,,1208.96,2,6,15
C-32134,Northgate,3,18-29,English,No fixed abode,2022-09-17,Active,,658.98,0,4,11
C-32135,Ash Hill,4,60-74,English,No fixed abode,2024-12-30,Active,,801.31,0,2,10
C-32136,Calder Central,1,45-59,Other,No fixed abode,2024-08-14,Active,,601.65,1,5,11
C-32137,Calder Central,2,75+,English,Resident with family,2023-02-26,Active,,512.47,1,6,22
C-32138,Ash Hill,1,45-59,Spanish,Resident with family,2022-12-12,Active,,424.51,2,9,5
C-32139,Ash Hill,1,75+,English,Owner-occupier,2024-08-01,Closed,2025-12,441.48,2,0,22
C-32140,Northgate,2,45-59,Spanish,Social tenancy,2022-11-12,Closed,2025-10,828.91,1,4,9
C-32141,Northgate,2,30-44,English,Resident with family,2025-01-11,Active,,763.58,0,0,22
C-32142,Northgate,4,30-44,Other,Owner-occupier,2023-10-10,Active,,1139.8,4,5,13
C-32143,Calder Central,1,60-74,Spanish,Resident with family,2024-09-06,Active,,720.6,0,4,10
C-32144,Calder Central,2,30-44,English,Resident with family,2025-07-20,Active,,655.68,0,2,2
C-32145,Calder Central,2,45-59,Spanish,Private tenancy,2022-09-01,Suspended,,995.58,3,2,19
C-32146,Weybridge,1,45-59,English,Social tenancy,2022-09-13,Closed,2025-10,524.54,1,2,2
C-32147,Ash Hill,2,60-74,English,Social tenancy,2022-09-18,Active,,981.1,1,4,22
C-32148,Calder Central,1,30-44,English,Social tenancy,2024-02-15,Active,,680.72,1,1,15
C-32149,Ash Hill,1,45-59,English,Owner-occupier,2025-08-02,Active,,661.03,1,3,16
C-32150,Northgate,2,45-59,Spanish,Social tenancy,2024-08-20,Active,,516.79,0,3,16
C-32151,Northgate,3,30-44,English,No fixed abode,2023-09-14,Active,,620.15,1,3,16
C-32152,Ash Hill,5,75+,English,Social tenancy,2022-02-03,Closed,2025-07,1074.99,2,0,4
C-32153,Northgate,1,45-59,English,No fixed abode,2023-05-12,Active,,576.86,0,3,4
C-32154,Northgate,1,30-44,English,No fixed abode,2022-01-05,Suspended,,573.79,0,6,16
C-32155,Ash Hill,1,75+,English,Social tenancy,2023-06-22,Closed,2025-08,390.41,1,5,8
C-32156,Northgate,1,60-74,English,Resident with family,2021-02-01,Active,,487.42,1,1,18
C-32157,Ash Hill,3,18-29,Other,No fixed abode,2025-08-08,Active,,957.35,0,4,21
C-32158,Calder Central,2,60-74,English,Resident with family,2022-02-20,Active,,801.83,1,1,15
C-32159,Calder Central,2,45-59,English,Resident with family,2021-08-29,Active,,757.01,1,3,15
C-32160,Northgate,1,60-74,English,Social tenancy,2024-06-15,Active,,711.65,1,0,21
C-32161,Calder Central,3,30-44,English,No fixed abode,2023-04-09,Active,,715.53,1,2,16
C-32162,Northgate,4,60-74,English,Social tenancy,2023-05-24,Active,,1433.22,0,0,1
C-32163,Calder Central,3,30-44,English,No fixed abode,2022-01-15,Active,,605.89,1,2,6
C-32164,Northgate,2,30-44,English,Owner-occupier,2022-12-24,Active,,711.74,0,3,23
C-32165,Calder Central,1,45-59,English,No fixed abode,2024-06-04,Active,,606.78,1,1,6
C-32166,Calder Central,2,45-59,English,No fixed abode,2023-11-09,Active,,933.1,0,2,3
C-32167,Ash Hill,2,60-74,English,No fixed abode,2025-06-05,Active,,606.09,1,1,10
C-32168,Calder Central,2,75+,English,Resident with family,2021-04-21,Closed,2025-08,1014.16,0,0,14
C-32169,Calder Central,2,45-59,English,Resident with family,2022-12-10,Active,,851.18,1,0,23
C-32170,Weybridge,1,30-44,English,Social tenancy,2025-04-11,Active,,716.35,2,1,0
C-32171,Calder Central,2,75+,English,No fixed abode,2024-04-11,Active,,619.06,1,0,0
C-32172,Weybridge,1,30-44,English,Private tenancy,2023-06-18,Active,,582.05,3,0,22
C-32173,Weybridge,1,45-59,English,Private tenancy,2023-02-05,Active,,653.35,1,1,5
C-32174,Weybridge,3,30-44,English,Owner-occupier,2021-06-22,Active,,695.95,0,4,12
C-32175,Calder Central,2,30-44,English,Resident with family,2021-10-25,Active,,618.18,1,4,10
