case_id,district,household_size,age_band,language_preference,tenure,opened_date,status,closure_month,monthly_award,payment_adjustments,contact_attempts,months_since_review,payment_count,total_paid,average_payment,maximum_payment,minimum_payment,payment_std,adjustment_payment_count,needs_figure,average_payment_to_award_ratio,maximum_payment_to_award_ratio,payment_variability,adjustment_rate,award_to_needs_ratio,unusual_payment_count,first_month_payment,last_month_payment,first_to_last_change,first_to_last_change_pct,high_payment_months,months_above_award,largest_monthly_increase,largest_monthly_decrease,risk_score,average_ratio_score,maximum_ratio_score,high_month_score,above_award_score,variability_score,administrative_activity_flag,administrative_context,final_risk_score,investigator_context,rank
C-32638,Weybridge,1,75+,Other,No fixed abode,2022-10-15,Closed,2025-10,764.13,1,4,22,4,2599.8,649.95,774.87,538.81,114.87067714028093,1,1240,0.8505751639118999,1.0140552000314083,0.17673771388611573,0.25,0.616233870967742,1,719.0,0.0,0.0,0.0,0,1,236.06000000000006,-151.88,9.71,0.0,0.14,0.0,2.5,7.07,0,,9.71,No strong administrative-activity warning detected.,2109
C-31756,Weybridge,2,60-74,English,Resident with family,2024-12-01,Suspended,0,969.29,0,3,0,6,5761.17,960.195,1015.25,913.82,41.57450985880648,0,1670,0.9906168432564043,1.0474161499654386,0.04329798619947665,0.0,0.5804131736526946,0,991.16,949.25,-41.90999999999997,-0.04228378869203758,0,3,101.42999999999995,-100.78999999999996,9.71,0.0,0.47,0.0,7.5,1.73,0,,9.71,No strong administrative-activity warning detected.,2110
C-31362,Calder Central,2,45-59,Spanish,Resident with family,2022-07-25,Active,0,1022.27,3,4,19,6,6173.62,1028.9366666666667,1070.2,964.31,42.016521353708846,0,1670,1.0065214343242654,1.0468858520743052,0.04083489559160639,0.0,0.6121377245508982,0,1070.2,1013.71,-56.49000000000001,-0.05278452625677444,0,3,61.77999999999997,-105.8900000000001,9.71,0.11,0.47,0.0,7.5,1.63,0,,9.71,No strong administrative-activity warning detected.,2111
C-30022,Calder Central,3,75+,Other,No fixed abode,2021-08-15,Active,0,1193.15,2,7,20,6,7186.84,1197.8066666666666,1250.32,1126.7,49.90770147649226,1,2000,1.0039028342343097,1.0479151825001047,0.0416659072497723,0.16666666666666666,0.5965750000000001,0,1189.75,1126.7,-63.049999999999955,-0.05299432653918887,0,3,49.299999999999955,-97.00999999999999,9.71,0.07,0.48,0.0,7.5,1.67,1,7 contact attempts,9.71,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.,2112
C-33030,Northgate,4,18-29,English,Owner-occupier,2023-11-01,Active,0,1103.42,0,3,8,6,6628.4,1104.7333333333333,1164.05,1057.72,45.29106033939443,0,2330,1.0011902388332035,1.054947345525729,0.040997278685107504,0.0,0.47357081545064383,0,1057.72,1066.02,8.299999999999955,0.007847067276783982,0,3,95.23000000000002,-98.02999999999997,9.71,0.02,0.55,0.0,7.5,1.64,0,,9.71,No strong administrative-activity warning detected.,2113
C-32976,Northgate,6,45-59,English,Resident with family,2024-11-05,Active,0,1783.78,0,2,8,6,10642.130000000001,1773.6883333333335,1872.9,1679.13,75.4125717414986,0,2990,0.9943425385043747,1.0499613180997658,0.0425173748534355,0.0,0.596581939799331,0,1826.7,1758.72,-67.98000000000002,-0.03721464936771228,0,3,173.97000000000003,-147.56999999999994,9.7,0.0,0.5,0.0,7.5,1.7,0,,9.7,No strong administrative-activity warning detected.,2114
C-31415,Weybridge,2,60-74,English,Social tenancy,2021-07-17,Active,0,583.23,1,1,16,6,3517.45,586.2416666666667,616.32,560.52,22.68811179156755,2,1670,1.0051637718681594,1.0567357646211615,0.03870095402902821,0.3333333333333333,0.34923952095808386,0,562.32,616.32,54.0,0.09603072983354673,0,3,41.39999999999998,-19.07000000000005,9.7,0.09,0.57,0.0,7.5,1.55,0,,9.7,No strong administrative-activity warning detected.,2115
C-31846,Weybridge,2,30-44,English,Owner-occupier,2024-03-30,Active,0,947.09,2,1,3,6,5427.48,904.5799999999999,998.91,741.17,94.00061914689712,1,1670,0.9551151421723383,1.0547149690103368,0.10391631381071562,0.16666666666666666,0.5671197604790419,0,896.59,900.76,4.169999999999959,0.0046509552861396615,0,2,254.99,-152.72000000000003,9.7,0.0,0.55,0.0,5.0,4.16,0,,9.7,No strong administrative-activity warning detected.,2116
C-30900,Weybridge,1,18-29,English,No fixed abode,2021-11-09,Active,0,756.43,0,3,8,6,4569.33,761.555,797.04,712.43,29.470986919341517,0,1240,1.0067752468833864,1.0536863953042581,0.03869843533210539,0.0,0.6100241935483871,0,755.83,766.59,10.759999999999991,0.014236005450961183,0,3,54.16000000000008,-84.61000000000001,9.7,0.11,0.54,0.0,7.5,1.55,0,,9.7,No strong administrative-activity warning detected.,2117
C-33128,Calder Central,1,45-59,English,Owner-occupier,2021-12-12,Active,0,390.39,0,4,22,6,2332.27,388.71166666666664,408.82,368.63,16.83102779590916,0,1240,0.9957008803162649,1.0472092010553549,0.04329951796981266,0.0,0.31483064516129033,0,408.82,404.41,-4.409999999999968,-0.010787143486130737,0,3,35.78000000000003,-13.439999999999998,9.7,0.0,0.47,0.0,7.5,1.73,0,,9.7,No strong administrative-activity warning detected.,2118
C-32991,Calder Central,3,45-59,Other,No fixed abode,2025-01-13,Active,0,942.31,2,4,23,6,5695.09,949.1816666666667,995.04,900.17,36.14060730904596,0,2000,1.0072923630935326,1.0559582303063748,0.038075542942126596,0.0,0.471155,0,900.17,921.45,21.280000000000086,0.023639979115056144,0,3,78.74000000000001,-58.91999999999996,9.7,0.12,0.56,0.0,7.5,1.52,0,,9.7,No strong administrative-activity warning detected.,2119
C-30217,Weybridge,3,18-29,English,Resident with family,2022-11-02,Active,0,696.34,0,2,8,6,4194.72,699.12,733.03,660.47,28.157700190178886,0,2000,1.0039923026107935,1.0526897779820201,0.04027591856931412,0.0,0.34817000000000004,0,733.03,727.69,-5.339999999999918,-0.007284831453009997,0,3,26.75,-37.45999999999992,9.7,0.07,0.53,0.0,7.5,1.61,0,,9.7,No strong administrative-activity warning detected.,2120
C-33541,Northgate,3,18-29,English,No fixed abode,2025-05-04,Active,0,985.68,1,0,17,6,5880.68,980.1133333333333,1029.74,932.61,42.97595498260238,2,2000,0.9943524605686769,1.0447001055109164,0.0438479444376525,0.3333333333333333,0.49284,0,1022.2,1001.02,-21.180000000000064,-0.020720015652514245,0,3,91.85000000000002,-89.59000000000003,9.7,0.0,0.45,0.0,7.5,1.75,0,,9.7,No strong administrative-activity warning detected.,2121
C-33605,Northgate,4,45-59,English,Private tenancy,2021-07-25,Active,0,1424.65,1,2,19,6,8154.9,1359.1499999999999,1480.9,1080.79,146.35052128366334,1,2330,0.9540237953181482,1.0394833818832696,0.10767797614955182,0.16666666666666666,0.6114377682403433,0,1480.9,1471.15,-9.75,-0.0065838341549058,0,2,296.24,-263.76,9.7,0.0,0.39,0.0,5.0,4.31,0,,9.7,No strong administrative-activity warning detected.,2122
C-30441,Weybridge,4,45-59,English,Private tenancy,2022-06-14,Active,0,1283.91,0,1,17,6,7405.59,1234.265,1354.15,993.0,128.2215012780618,0,2330,0.9613329594753527,1.0547078845090387,0.10388490419647466,0.0,0.5510343347639486,0,1354.15,1249.08,-105.07000000000016,-0.07759110881364706,0,2,265.1700000000001,-334.6300000000001,9.7,0.0,0.55,0.0,5.0,4.16,0,,9.7,No strong administrative-activity warning detected.,2123
C-33501,Northgate,6,30-44,English,No fixed abode,2021-12-25,Active,0,1404.48,1,1,3,6,8401.85,1400.3083333333334,1476.02,1329.6,58.71485924931322,1,2990,0.9970297429179008,1.0509370015948962,0.04192995060562606,0.16666666666666666,0.4697257525083612,0,1385.88,1476.02,90.13999999999987,0.06504170635264227,0,3,146.42000000000007,-95.97000000000003,9.69,0.0,0.51,0.0,7.5,1.68,0,,9.69,No strong administrative-activity warning detected.,2124
C-31184,Ash Hill,3,45-59,English,Resident with family,2022-03-11,Active,0,714.24,0,3,17,6,4286.0599999999995,714.3433333333332,755.75,678.88,28.655037718814242,0,2000,1.0001446759259258,1.05811771953405,0.04011381695843863,0.0,0.35712,0,704.57,691.42,-13.150000000000091,-0.018663865904026695,0,3,51.17999999999995,-57.629999999999995,9.69,0.0,0.58,0.0,7.5,1.6,0,,9.69,No strong administrative-activity warning detected.,2125
C-30929,Ash Hill,1,75+,Other,Private tenancy,2024-04-13,Active,0,613.54,1,3,14,6,3671.6899999999996,611.9483333333333,645.03,587.68,25.661861519902736,5,1240,0.9974057654485988,1.0513250969781922,0.04193468651204661,0.8333333333333334,0.49479032258064515,0,620.15,637.15,17.0,0.02741272272837217,0,3,43.5,-57.0,9.69,0.0,0.51,0.0,7.5,1.68,0,,9.69,No strong administrative-activity warning detected.,2126
C-30081,Northgate,5,45-59,Spanish,Resident with family,2022-03-15,Active,0,898.38,1,4,22,6,5401.73,900.2883333333333,941.7,848.47,37.668768717157015,0,2660,1.0021241939194252,1.0482201295665532,0.041840782916388285,0.0,0.33773684210526317,0,941.7,884.56,-57.1400000000001,-0.060677498141658806,0,3,91.02999999999997,-54.940000000000055,9.69,0.04,0.48,0.0,7.5,1.67,0,,9.69,No strong administrative-activity warning detected.,2127
C-30035,Weybridge,2,30-44,Spanish,Social tenancy,2021-08-26,Active,0,860.5,5,3,13,6,5186.93,864.4883333333333,907.47,818.31,33.83015366011023,1,1670,1.00463490218865,1.0545845438698431,0.03913315235807334,0.16666666666666666,0.5152694610778443,0,847.55,818.31,-29.24000000000001,-0.03449943956108786,0,3,59.92000000000007,-51.270000000000095,9.69,0.08,0.55,0.0,7.5,1.57,1,5 payment adjustments,9.69,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.,2128
C-33162,Calder Central,2,18-29,English,Private tenancy,2023-10-13,Active,0,655.32,1,2,9,6,3928.93,654.8216666666666,690.73,616.88,27.07787540902476,0,1670,0.9992395572646441,1.054034670084844,0.04135152635810477,0.0,0.39240718562874255,0,635.8,690.73,54.930000000000064,0.08639509279647699,0,3,36.360000000000014,-55.27999999999997,9.69,0.0,0.54,0.0,7.5,1.65,0,,9.69,No strong administrative-activity warning detected.,2129
C-32856,Calder Central,1,30-44,English,No fixed abode,2023-08-31,Active,0,710.96,2,0,17,6,4252.33,708.7216666666667,751.13,673.29,28.784219577168777,1,1240,0.9968516747308803,1.0565010689771577,0.040614279104164694,0.16666666666666666,0.5733548387096774,0,707.13,673.29,-33.84000000000003,-0.0478554155530101,0,3,45.47000000000003,-77.84000000000003,9.69,0.0,0.57,0.0,7.5,1.62,0,,9.69,No strong administrative-activity warning detected.,2130
C-33645,Northgate,1,75+,English,Resident with family,2025-01-21,Active,0,586.25,0,1,13,6,3363.54,560.59,613.46,451.49,59.28447655162355,0,1240,0.9562302771855011,1.0464136460554372,0.10575371760399498,0.0,0.4727822580645161,0,552.83,613.46,60.629999999999995,0.10967205108261127,0,2,103.66999999999996,-130.10000000000002,9.69,0.0,0.46,0.0,5.0,4.23,0,,9.69,No strong administrative-activity warning detected.,2131
C-32160,Northgate,1,60-74,English,Social tenancy,2024-06-15,Active,0,711.65,1,0,21,6,4349.0,724.8333333333334,750.15,696.49,24.309297535442415,1,1240,1.0185250240052461,1.0540996276259398,0.033537775399552654,0.16666666666666666,0.5739112903225806,0,696.49,705.61,9.120000000000005,0.013094229637180727,0,3,37.440000000000055,-44.539999999999964,9.69,0.31,0.54,0.0,7.5,1.34,0,,9.69,No strong administrative-activity warning detected.,2132
C-30678,Northgate,4,60-74,English,No fixed abode,2021-07-06,Active,0,1191.69,1,4,18,6,7170.82,1195.1366666666665,1250.31,1139.23,49.028072638710405,1,2330,1.0028922510608183,1.0491906452181354,0.04102298423782252,0.16666666666666666,0.5114549356223176,0,1240.94,1224.06,-16.88000000000011,-0.013602591583799466,0,3,56.50999999999999,-111.07999999999993,9.68,0.05,0.49,0.0,7.5,1.64,0,,9.68,No strong administrative-activity warning detected.,2133
C-34109,Calder Central,4,45-59,English,Resident with family,2023-04-19,Active,0,1085.67,2,3,5,6,6137.5599999999995,1022.9266666666666,1104.69,796.41,115.08236296959957,1,2330,0.9422077304030383,1.0175191356489541,0.11250304319918623,0.16666666666666666,0.4659527896995708,0,1035.88,796.41,-239.47000000000014,-0.23117542572498756,0,2,76.52999999999997,-292.9599999999999,9.68,0.0,0.18,0.0,5.0,4.5,0,,9.68,No strong administrative-activity warning detected.,2134
C-31609,Calder Central,5,18-29,English,Social tenancy,2021-10-08,Active,0,844.59,1,2,11,6,5035.73,839.2883333333333,885.12,797.58,35.771607968704245,0,2660,0.9937227925186579,1.047987781053529,0.04262135734287292,0.0,0.317515037593985,0,885.12,797.58,-87.53999999999996,-0.09890184381778738,0,3,65.63999999999999,-70.57999999999993,9.68,0.0,0.48,0.0,7.5,1.7,0,,9.68,No strong administrative-activity warning detected.,2135
C-30119,Calder Central,1,18-29,English,Social tenancy,2022-10-16,Active,0,617.31,0,1,19,6,3709.4100000000003,618.235,654.07,587.69,24.12429957532449,0,1240,1.0014984367659685,1.059548687045407,0.03902124527942366,0.0,0.4978306451612903,0,598.61,587.69,-10.919999999999959,-0.018242261238535874,0,3,38.48000000000002,-66.38,9.68,0.02,0.6,0.0,7.5,1.56,0,,9.68,No strong administrative-activity warning detected.,2136
C-30732,Calder Central,4,45-59,English,Owner-occupier,2023-03-04,Active,0,752.06,2,3,21,6,4553.87,758.9783333333334,789.73,712.13,29.04505012332852,1,2330,1.0091991773706,1.050089088636545,0.03826861564778334,0.16666666666666666,0.32277253218884117,0,780.03,789.73,9.700000000000045,0.012435419150545551,0,3,42.67000000000007,-35.02999999999997,9.68,0.15,0.5,0.0,7.5,1.53,0,,9.68,No strong administrative-activity warning detected.,2137
C-31177,Ash Hill,2,18-29,English,Owner-occupier,2021-08-20,Active,0,547.87,2,2,11,6,3316.94,552.8233333333334,573.37,521.88,21.648106306711156,2,1670,1.0090410742207703,1.0465438881486484,0.03915917618053595,0.3333333333333333,0.32806586826347306,0,569.84,570.01,0.16999999999995907,0.00029832935560852007,0,3,35.99000000000001,-51.49000000000001,9.68,0.15,0.47,0.0,7.5,1.57,0,,9.68,No strong administrative-activity warning detected.,2138
C-31224,Northgate,1,60-74,English,No fixed abode,2021-03-31,Active,0,483.88,1,4,7,6,2871.45,478.575,510.6,457.98,19.507656701920926,2,1240,0.9890365379846243,1.0552203025543523,0.04076196354159939,0.3333333333333333,0.3902258064516129,0,485.0,510.6,25.600000000000023,0.05278350515463922,0,3,43.43000000000001,-28.789999999999964,9.68,0.0,0.55,0.0,7.5,1.63,0,,9.68,No strong administrative-activity warning detected.,2139
C-33634,Northgate,1,18-29,Other,Resident with family,2025-06-15,Active,0,749.16,2,1,18,6,4480.74,746.79,792.37,711.19,29.841156143822563,1,1240,0.9968364568316515,1.0576779326178654,0.039959233712051,0.16666666666666666,0.6041612903225806,0,792.37,711.19,-81.17999999999995,-0.10245213725910869,0,3,41.83000000000004,-52.879999999999995,9.68,0.0,0.58,0.0,7.5,1.6,0,,9.68,No strong administrative-activity warning detected.,2140
C-31583,Northgate,1,75+,English,Private tenancy,2024-11-17,Active,0,550.17,0,2,5,6,3285.47,547.5783333333333,580.76,524.15,22.245139169415577,0,1240,0.9952893348116643,1.0556009960557646,0.04062457883240251,0.0,0.44368548387096773,0,580.76,532.16,-48.60000000000002,-0.08368344927336598,0,3,33.889999999999986,-33.73000000000002,9.68,0.0,0.56,0.0,7.5,1.62,0,,9.68,No strong administrative-activity warning detected.,2141
C-31439,Weybridge,1,45-59,English,Owner-occupier,2024-07-16,Active,0,762.36,0,1,6,6,4498.82,749.8033333333333,793.27,717.92,33.31133060486579,0,1240,0.9835292162932647,1.040545149273309,0.044426757156142,0.0,0.6148064516129033,0,724.56,777.2,52.6400000000001,0.07265098818593367,0,3,59.280000000000086,-75.35000000000002,9.68,0.0,0.41,0.0,7.5,1.78,0,,9.68,No strong administrative-activity warning detected.,2142
C-32198,Calder Central,1,30-44,English,Private tenancy,2025-05-04,Active,0,398.47,0,0,12,6,2399.13,399.855,416.27,382.02,16.77971483667109,0,1240,1.003475794915552,1.0446708660626898,0.04196449922264593,0.0,0.3213467741935484,0,413.85,382.02,-31.83000000000004,-0.07691192461036617,0,3,32.289999999999964,-31.069999999999993,9.68,0.06,0.45,0.0,7.5,1.68,0,,9.68,No strong administrative-activity warning detected.,2143
C-30914,Calder Central,3,75+,English,Owner-occupier,2021-05-14,Active,0,1158.77,0,2,16,6,7022.16,1170.36,1212.61,1106.25,45.17181377806298,0,2000,1.0100019848632602,1.0464630599687599,0.03859651199465377,0.0,0.579385,0,1203.13,1106.25,-96.88000000000011,-0.08052330172134357,0,3,77.09999999999991,-68.88000000000011,9.68,0.17,0.46,0.0,7.5,1.54,0,,9.68,No strong administrative-activity warning detected.,2144
C-30595,Weybridge,1,60-74,English,Social tenancy,2021-07-11,Active,0,728.24,0,0,20,6,4419.67,736.6116666666667,768.65,698.41,26.410758729477408,0,1240,1.0114957523160863,1.0554899483686697,0.03585438559369013,0.0,0.5872903225806452,0,698.41,724.85,26.440000000000055,0.03785741899457347,0,3,24.790000000000077,-43.799999999999955,9.68,0.19,0.55,0.0,7.5,1.43,0,,9.68,No strong administrative-activity warning detected.,2145
C-33834,Ash Hill,1,45-59,Other,No fixed abode,2021-10-03,Suspended,0,555.52,1,6,4,6,3340.95,556.8249999999999,588.66,528.32,21.365218229636678,0,1240,1.002349150345622,1.0596558179723503,0.038369718007698436,0.0,0.448,0,588.66,547.18,-41.48000000000002,-0.07046512418034183,0,3,26.409999999999968,-44.27999999999997,9.67,0.04,0.6,0.0,7.5,1.53,1,6 contact attempts,9.67,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.,2146
C-30371,Calder Central,3,60-74,English,Owner-occupier,2021-02-19,Active,0,702.25,0,3,11,6,4213.0599999999995,702.1766666666666,734.59,670.27,30.052141798325568,0,2000,0.9998955737510382,1.046051975792097,0.042798548036333074,0.0,0.351125,0,672.06,717.42,45.360000000000014,0.06749397375234356,0,3,49.07999999999993,-17.170000000000073,9.67,0.0,0.46,0.0,7.5,1.71,0,,9.67,No strong administrative-activity warning detected.,2147
C-31040,Northgate,3,30-44,English,Social tenancy,2023-11-13,Active,0,934.89,0,5,10,6,5602.84,933.8066666666667,972.88,885.1,41.15083846857395,0,2000,0.9988412183964602,1.0406357967247484,0.04406783538552657,0.0,0.467445,0,970.66,972.88,2.2200000000000273,0.0022871036202172,0,3,87.77999999999997,-71.77999999999997,9.67,0.0,0.41,0.0,7.5,1.76,0,,9.67,No strong administrative-activity warning detected.,2148
C-33239,Calder Central,1,45-59,English,No fixed abode,2021-04-03,Active,0,711.9,0,0,0,6,4040.55,673.4250000000001,725.24,523.5,75.40356457091406,0,1240,0.9459544879898864,1.01873858688018,0.11197024846258165,0.0,0.5741129032258064,0,523.5,687.77,164.26999999999998,0.3137917860553963,0,2,155.95000000000005,-25.610000000000014,9.67,0.0,0.19,0.0,5.0,4.48,0,,9.67,No strong administrative-activity warning detected.,2149
C-31965,Calder Central,2,30-44,English,No fixed abode,2024-05-31,Active,0,741.5,0,4,4,6,4240.5,706.75,765.83,556.02,76.74275184015754,0,1670,0.9531355360755226,1.0328118678354687,0.10858542885059433,0.0,0.4440119760479042,0,754.51,727.92,-26.590000000000032,-0.03524141495805229,0,2,209.81000000000006,-173.26999999999998,9.67,0.0,0.33,0.0,5.0,4.34,0,,9.67,No strong administrative-activity warning detected.,2150
C-31404,Calder Central,1,60-74,English,No fixed abode,2024-09-27,Active,0,556.32,0,1,18,6,3346.67,557.7783333333333,584.76,536.81,22.568736266496334,0,1240,1.0026213929632823,1.0511216566005175,0.040461837467984,0.0,0.4486451612903226,0,538.15,568.09,29.940000000000055,0.05563504599089483,0,3,46.610000000000014,-42.0,9.67,0.04,0.51,0.0,7.5,1.62,0,,9.67,No strong administrative-activity warning detected.,2151
C-30403,Weybridge,1,60-74,English,Social tenancy,2024-04-30,Active,0,761.25,2,2,10,6,4534.44,755.7399999999999,793.93,718.08,32.97110613855712,0,1240,0.9927619047619046,1.0429293924466339,0.04362757845099786,0.0,0.6139112903225806,0,723.61,762.55,38.93999999999994,0.05381351833169793,0,3,68.74000000000001,-75.84999999999991,9.67,0.0,0.43,0.0,7.5,1.75,0,,9.67,No strong administrative-activity warning detected.,2152
C-31301,Northgate,2,45-59,English,Social tenancy,2023-09-12,Active,0,984.51,0,2,16,6,5961.9,993.65,1030.67,945.05,38.46047477606072,0,1670,1.0092838061573777,1.0468862682959037,0.03870625952403837,0.0,0.5895269461077844,0,1026.95,1022.62,-4.330000000000041,-0.004216368859243431,0,3,77.57000000000005,-77.04000000000008,9.67,0.15,0.47,0.0,7.5,1.55,0,,9.67,No strong administrative-activity warning detected.,2153
C-30196,Calder Central,2,75+,Spanish,Social tenancy,2022-09-22,Active,0,690.08,1,3,4,6,4163.55,693.9250000000001,728.21,667.0,26.45056880295775,0,1670,1.0055718177602597,1.0552544632506375,0.03811733083972727,0.0,0.4132215568862276,0,728.21,667.0,-61.210000000000036,-0.0840554235728705,0,3,47.190000000000055,-52.110000000000014,9.67,0.09,0.55,0.0,7.5,1.52,0,,9.67,No strong administrative-activity warning detected.,2154
C-34171,Northgate,3,30-44,Spanish,Social tenancy,2021-08-03,Active,0,921.52,1,4,13,6,5512.34,918.7233333333334,969.06,876.92,37.90669369209962,3,2000,0.9969651590126458,1.0515886795728795,0.04126018390603586,0.5,0.46076,0,910.47,878.05,-32.42000000000007,-0.03560798269025896,0,3,75.50999999999999,-92.13999999999999,9.67,0.0,0.52,0.0,7.5,1.65,0,,9.67,No strong administrative-activity warning detected.,2155
C-33781,Weybridge,6,45-59,English,Owner-occupier,2024-09-15,Suspended,0,1757.34,1,3,8,6,10706.36,1784.3933333333334,1853.42,1722.34,60.55763524665295,1,2990,1.015394478776636,1.0546735406921826,0.03393738034961627,0.16666666666666666,0.5877391304347825,0,1850.05,1853.42,3.3700000000001182,0.001821572389935471,0,3,112.18000000000006,-119.84999999999991,9.66,0.26,0.55,0.0,7.5,1.36,0,,9.66,No strong administrative-activity warning detected.,2156
C-33594,Calder Central,1,60-74,English,Private tenancy,2022-04-29,Active,0,554.1,1,1,14,6,3332.87,555.4783333333334,581.27,523.91,22.67748259103437,3,1240,1.0024875172953138,1.0490344703122179,0.040825143358788736,0.5,0.44685483870967746,0,523.91,581.27,57.360000000000014,0.109484453436659,0,3,36.09000000000003,-38.389999999999986,9.66,0.04,0.49,0.0,7.5,1.63,0,,9.66,No strong administrative-activity warning detected.,2157
C-33699,Calder Central,4,30-44,English,Social tenancy,2023-11-14,Active,0,1131.9,0,0,1,6,6818.79,1136.465,1187.73,1064.96,45.33663937699839,0,2330,1.0040330417881436,1.0493241452425126,0.03989268422432578,0.0,0.4857939914163091,0,1181.17,1116.01,-65.16000000000008,-0.055165640847634194,0,3,122.76999999999998,-71.72000000000003,9.66,0.07,0.49,0.0,7.5,1.6,0,,9.66,No strong administrative-activity warning detected.,2158
C-33711,Northgate,1,45-59,Other,Social tenancy,2024-06-23,Active,0,462.13,0,3,7,6,2760.59,460.09833333333336,485.72,442.19,18.923505401131877,0,1240,0.9956036901593347,1.051046242399325,0.04112926309477005,0.0,0.3726854838709677,0,442.19,443.63,1.4399999999999977,0.003256518691060399,0,3,40.01000000000005,-22.24000000000001,9.66,0.0,0.51,0.0,7.5,1.65,0,,9.66,No strong administrative-activity warning detected.,2159
C-33653,Calder Central,3,30-44,Spanish,Owner-occupier,2024-08-07,Active,0,844.06,3,2,21,6,4674.69,779.1149999999999,856.86,645.3,87.90998003639862,2,2000,0.9230564177902044,1.0151647987109922,0.11283312481007121,0.3333333333333333,0.42202999999999996,0,695.37,856.86,161.49,0.23223607575822944,0,2,206.69000000000005,-50.07000000000005,9.66,0.0,0.15,0.0,5.0,4.51,0,,9.66,No strong administrative-activity warning detected.,2160
C-32500,Weybridge,4,30-44,English,Private tenancy,2021-09-20,Active,0,815.78,0,4,9,6,4916.99,819.4983333333333,861.68,772.04,31.204916546382027,0,2330,1.0045580099209754,1.056265169531001,0.03807807200712065,0.0,0.35012017167381976,0,818.96,861.68,42.719999999999914,0.05216371983979671,0,3,72.63,-34.960000000000036,9.66,0.08,0.56,0.0,7.5,1.52,0,,9.66,No strong administrative-activity warning detected.,2161
C-30695,Northgate,2,30-44,English,Resident with family,2023-12-12,Suspended,0,893.78,0,0,18,6,5344.34,890.7233333333334,942.57,844.98,36.02461695378132,0,1670,0.9965800681748679,1.0545883774530647,0.04044422729891584,0.0,0.5351976047904191,0,844.98,894.25,49.26999999999998,0.05830907240408055,0,3,41.41000000000008,-78.2600000000001,9.66,0.0,0.55,0.0,7.5,1.62,0,,9.66,No strong administrative-activity warning detected.,2162
C-33310,Ash Hill,4,60-74,English,Private tenancy,2025-05-09,Active,0,1042.51,0,3,8,6,6272.12,1045.3533333333332,1098.44,987.61,41.36269027356255,0,2330,1.002727391903515,1.0536493654737125,0.039568143090593824,0.0,0.4474291845493562,0,1014.12,1032.51,18.389999999999986,0.01813394864513074,0,3,88.18999999999994,-34.799999999999955,9.66,0.05,0.54,0.0,7.5,1.58,0,,9.66,No strong administrative-activity warning detected.,2163
C-33436,Weybridge,3,45-59,Spanish,Private tenancy,2024-12-16,Active,0,741.1,1,3,21,6,4483.86,747.31,779.89,713.17,27.88757572827011,0,2000,1.0083794359735527,1.0523411145594386,0.03731727894484232,0.0,0.37055,0,762.92,713.17,-49.75,-0.06520998269805485,0,3,57.110000000000014,-58.889999999999986,9.66,0.14,0.52,0.0,7.5,1.49,0,,9.66,No strong administrative-activity warning detected.,2164
C-30050,Calder Central,2,45-59,Spanish,Social tenancy,2023-05-21,Active,0,516.46,4,7,3,6,2963.0,493.8333333333333,546.45,403.53,50.32524402987701,1,1670,0.9561889271837767,1.058068388645781,0.10190734531868446,0.16666666666666666,0.30925748502994016,0,534.83,546.45,11.620000000000005,0.02172652992539686,0,2,142.92000000000007,-94.32000000000005,9.66,0.0,0.58,0.0,5.0,4.08,1,4 payment adjustments and 7 contact attempts,9.66,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.,2165
C-31600,Calder Central,2,18-29,English,Resident with family,2023-08-08,Active,0,676.74,1,2,0,6,4080.05,680.0083333333333,715.96,648.22,25.464782281941226,0,1670,1.004829525864192,1.0579543103703046,0.037447750319640045,0.0,0.4052335329341317,0,661.12,703.21,42.09000000000003,0.06366469022265252,0,3,67.74000000000001,-42.22000000000003,9.66,0.08,0.58,0.0,7.5,1.5,0,,9.66,No strong administrative-activity warning detected.,2166
C-32765,Calder Central,2,18-29,English,No fixed abode,2022-10-04,Closed,2025-09,833.46,2,4,7,6,4776.18,796.0300000000001,879.54,642.46,81.81830210900246,3,1670,0.9550908261944185,1.0552875962853645,0.10278293796590889,0.5,0.49907784431137725,0,879.54,796.54,-83.0,-0.0943675102894695,0,2,186.26999999999998,-147.86,9.66,0.0,0.55,0.0,5.0,4.11,0,,9.66,No strong administrative-activity warning detected.,2167
C-33707,Calder Central,5,45-59,English,Owner-occupier,2021-09-08,Active,0,1102.13,1,0,9,6,6676.74,1112.79,1150.2,1040.7,43.081830973160834,0,2660,1.0096721802328217,1.0436155444457549,0.038715149285274704,0.0,0.41433458646616544,0,1149.59,1093.4,-56.18999999999983,-0.048878295740220276,0,3,100.77999999999997,-109.5,9.65,0.16,0.44,0.0,7.5,1.55,0,,9.65,No strong administrative-activity warning detected.,2168
C-33531,Calder Central,3,60-74,English,Resident with family,2021-10-26,Active,0,847.94,0,1,14,6,5052.07,842.0116666666667,882.41,784.89,36.763844965763134,0,2000,0.9930085462021683,1.0406514611882915,0.0436619187371867,0.0,0.42397,0,882.41,839.7,-42.70999999999992,-0.04840153670062661,0,3,65.52999999999997,-64.5,9.65,0.0,0.41,0.0,7.5,1.75,0,,9.65,No strong administrative-activity warning detected.,2169
