case_id,risk_score,final_risk_score,payment_adjustments,contact_attempts,administrative_activity_flag,administrative_context,investigator_context
C-32824,10.42,10.42,4,3,1,4 payment adjustments,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-33200,10.41,10.41,2,1,0,,No strong administrative-activity warning detected.
C-30032,10.41,10.41,1,1,0,,No strong administrative-activity warning detected.
C-32150,10.41,10.41,0,3,0,,No strong administrative-activity warning detected.
C-33096,10.41,10.41,1,1,0,,No strong administrative-activity warning detected.
C-32532,10.4,10.4,2,5,0,,No strong administrative-activity warning detected.
C-33051,10.4,10.4,1,1,0,,No strong administrative-activity warning detected.
C-30237,10.4,10.4,0,0,0,,No strong administrative-activity warning detected.
C-30703,10.4,10.4,0,2,0,,No strong administrative-activity warning detected.
C-31924,10.39,10.39,1,3,0,,No strong administrative-activity warning detected.
C-34084,10.39,10.39,1,2,0,,No strong administrative-activity warning detected.
C-32256,10.39,10.39,0,2,0,,No strong administrative-activity warning detected.
C-32087,10.38,10.38,0,4,0,,No strong administrative-activity warning detected.
C-32044,10.38,10.38,0,2,0,,No strong administrative-activity warning detected.
C-32429,10.37,10.37,1,3,0,,No strong administrative-activity warning detected.
C-33828,10.37,10.37,1,4,0,,No strong administrative-activity warning detected.
C-30903,10.37,10.37,1,2,0,,No strong administrative-activity warning detected.
C-32508,10.37,10.37,2,2,0,,No strong administrative-activity warning detected.
C-33460,10.36,10.36,0,5,0,,No strong administrative-activity warning detected.
C-30562,10.36,10.36,0,1,0,,No strong administrative-activity warning detected.
C-34068,10.36,10.36,1,2,0,,No strong administrative-activity warning detected.
C-33712,10.34,10.34,0,4,0,,No strong administrative-activity warning detected.
C-31873,10.34,10.34,3,5,0,,No strong administrative-activity warning detected.
C-33226,10.33,10.33,0,2,0,,No strong administrative-activity warning detected.
C-33607,10.33,10.33,3,4,0,,No strong administrative-activity warning detected.
C-33735,10.33,10.33,0,1,0,,No strong administrative-activity warning detected.
C-30622,10.32,10.32,2,4,0,,No strong administrative-activity warning detected.
C-30488,10.31,10.31,1,2,0,,No strong administrative-activity warning detected.
C-31995,10.31,10.31,4,4,1,4 payment adjustments,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-31607,10.31,10.31,1,0,0,,No strong administrative-activity warning detected.
C-33132,10.31,10.31,1,3,0,,No strong administrative-activity warning detected.
C-32351,10.31,10.31,0,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-31454,10.3,10.3,1,2,0,,No strong administrative-activity warning detected.
C-32396,10.3,10.3,0,3,0,,No strong administrative-activity warning detected.
C-33793,10.29,10.29,1,5,0,,No strong administrative-activity warning detected.
C-30869,10.29,10.29,1,2,0,,No strong administrative-activity warning detected.
C-33282,10.29,10.29,1,0,0,,No strong administrative-activity warning detected.
C-32138,10.29,10.29,2,9,1,9 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-32111,10.28,10.28,0,0,0,,No strong administrative-activity warning detected.
C-31351,10.28,10.28,3,2,0,,No strong administrative-activity warning detected.
C-31694,10.27,10.27,0,1,0,,No strong administrative-activity warning detected.
C-31749,10.27,10.27,0,5,0,,No strong administrative-activity warning detected.
C-30737,10.27,10.27,0,4,0,,No strong administrative-activity warning detected.
C-31615,10.27,10.27,0,0,0,,No strong administrative-activity warning detected.
C-30750,10.26,10.26,0,0,0,,No strong administrative-activity warning detected.
C-31792,10.25,10.25,2,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-32706,10.25,10.25,1,1,0,,No strong administrative-activity warning detected.
C-32620,10.24,10.24,0,3,0,,No strong administrative-activity warning detected.
C-31595,10.24,10.24,0,3,0,,No strong administrative-activity warning detected.
C-31629,10.23,10.23,2,2,0,,No strong administrative-activity warning detected.
C-32504,10.23,10.23,1,1,0,,No strong administrative-activity warning detected.
C-30069,10.23,10.23,0,1,0,,No strong administrative-activity warning detected.
C-32669,10.23,10.23,0,1,0,,No strong administrative-activity warning detected.
C-33119,10.22,10.22,1,1,0,,No strong administrative-activity warning detected.
C-32821,10.22,10.22,0,1,0,,No strong administrative-activity warning detected.
C-33897,10.22,10.22,0,2,0,,No strong administrative-activity warning detected.
C-33680,10.22,10.22,2,1,0,,No strong administrative-activity warning detected.
C-32469,10.21,10.21,1,1,0,,No strong administrative-activity warning detected.
C-32980,10.21,10.21,2,1,0,,No strong administrative-activity warning detected.
C-33002,10.2,10.2,2,0,0,,No strong administrative-activity warning detected.
C-33530,10.2,10.2,0,1,0,,No strong administrative-activity warning detected.
C-32928,10.2,10.2,1,4,0,,No strong administrative-activity warning detected.
C-30565,10.19,10.19,0,1,0,,No strong administrative-activity warning detected.
C-30487,10.19,10.19,1,0,0,,No strong administrative-activity warning detected.
C-32714,10.19,10.19,1,0,0,,No strong administrative-activity warning detected.
C-32789,10.19,10.19,0,2,0,,No strong administrative-activity warning detected.
C-31926,10.18,10.18,3,3,0,,No strong administrative-activity warning detected.
C-33234,10.17,10.17,0,3,0,,No strong administrative-activity warning detected.
C-32249,10.17,10.17,0,3,0,,No strong administrative-activity warning detected.
C-33473,10.17,10.17,0,1,0,,No strong administrative-activity warning detected.
C-31665,10.17,10.17,2,4,0,,No strong administrative-activity warning detected.
C-32026,10.17,10.17,1,2,0,,No strong administrative-activity warning detected.
C-31312,10.16,10.16,2,3,0,,No strong administrative-activity warning detected.
C-32265,10.16,10.16,0,2,0,,No strong administrative-activity warning detected.
C-32529,10.16,10.16,2,3,0,,No strong administrative-activity warning detected.
C-30729,10.16,10.16,3,4,0,,No strong administrative-activity warning detected.
C-32520,10.15,10.15,1,2,0,,No strong administrative-activity warning detected.
C-30588,10.15,10.15,1,0,0,,No strong administrative-activity warning detected.
C-33997,10.15,10.15,2,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-31513,10.15,10.15,1,0,0,,No strong administrative-activity warning detected.
C-30800,10.14,10.14,3,3,0,,No strong administrative-activity warning detected.
C-33599,10.14,10.14,3,2,0,,No strong administrative-activity warning detected.
C-31986,10.14,10.14,0,2,0,,No strong administrative-activity warning detected.
C-32115,10.14,10.14,2,4,0,,No strong administrative-activity warning detected.
C-34023,10.14,10.14,2,4,0,,No strong administrative-activity warning detected.
C-30850,10.14,10.14,0,0,0,,No strong administrative-activity warning detected.
C-32213,10.13,10.13,0,4,0,,No strong administrative-activity warning detected.
C-32545,10.13,10.13,1,3,0,,No strong administrative-activity warning detected.
C-30901,10.12,10.12,1,2,0,,No strong administrative-activity warning detected.
C-30717,10.11,10.11,1,0,0,,No strong administrative-activity warning detected.
C-31132,10.1,10.1,1,2,0,,No strong administrative-activity warning detected.
C-33452,10.1,10.1,2,2,0,,No strong administrative-activity warning detected.
C-33692,10.1,10.1,0,0,0,,No strong administrative-activity warning detected.
C-31909,10.1,10.1,1,2,0,,No strong administrative-activity warning detected.
C-33554,10.1,10.1,0,3,0,,No strong administrative-activity warning detected.
C-31691,10.09,10.09,0,1,0,,No strong administrative-activity warning detected.
C-31753,10.09,10.09,0,2,0,,No strong administrative-activity warning detected.
C-30216,10.09,10.09,1,3,0,,No strong administrative-activity warning detected.
C-30283,10.09,10.09,1,2,0,,No strong administrative-activity warning detected.
C-32640,10.08,10.08,1,2,0,,No strong administrative-activity warning detected.
C-31794,10.08,10.08,0,1,0,,No strong administrative-activity warning detected.
C-31822,10.07,10.07,1,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-30327,10.07,10.07,1,0,0,,No strong administrative-activity warning detected.
C-30384,10.07,10.07,1,0,0,,No strong administrative-activity warning detected.
C-32544,10.06,10.06,0,3,0,,No strong administrative-activity warning detected.
C-30985,10.06,10.06,3,2,0,,No strong administrative-activity warning detected.
C-33851,10.06,10.06,1,4,0,,No strong administrative-activity warning detected.
C-33284,10.05,10.05,1,2,0,,No strong administrative-activity warning detected.
C-31780,10.05,10.05,1,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-31208,10.05,10.05,1,5,0,,No strong administrative-activity warning detected.
C-31494,10.05,10.05,1,0,0,,No strong administrative-activity warning detected.
C-32144,10.05,10.05,0,2,0,,No strong administrative-activity warning detected.
C-31816,10.05,10.05,0,4,0,,No strong administrative-activity warning detected.
C-30040,10.05,10.05,0,2,0,,No strong administrative-activity warning detected.
C-30442,10.04,10.04,1,2,0,,No strong administrative-activity warning detected.
C-33177,10.04,10.04,1,2,0,,No strong administrative-activity warning detected.
C-34143,10.04,10.04,1,0,0,,No strong administrative-activity warning detected.
C-32588,10.04,10.04,0,3,0,,No strong administrative-activity warning detected.
C-32222,10.03,10.03,0,5,0,,No strong administrative-activity warning detected.
C-32361,10.03,10.03,1,0,0,,No strong administrative-activity warning detected.
C-32507,10.03,10.03,1,0,0,,No strong administrative-activity warning detected.
C-30483,10.03,10.03,0,3,0,,No strong administrative-activity warning detected.
C-31527,10.03,10.03,0,0,0,,No strong administrative-activity warning detected.
C-32398,10.03,10.03,2,2,0,,No strong administrative-activity warning detected.
C-32684,10.02,10.02,1,3,0,,No strong administrative-activity warning detected.
C-33973,10.02,10.02,1,1,0,,No strong administrative-activity warning detected.
C-33814,10.02,10.02,0,3,0,,No strong administrative-activity warning detected.
C-30541,10.02,10.02,1,0,0,,No strong administrative-activity warning detected.
C-31977,10.02,10.02,1,1,0,,No strong administrative-activity warning detected.
C-33404,10.02,10.02,0,1,0,,No strong administrative-activity warning detected.
C-34025,10.01,10.01,2,4,0,,No strong administrative-activity warning detected.
C-30395,10.01,10.01,0,3,0,,No strong administrative-activity warning detected.
C-30632,10.01,10.01,0,0,0,,No strong administrative-activity warning detected.
C-32352,10.0,10.0,1,2,0,,No strong administrative-activity warning detected.
C-30166,10.0,10.0,1,2,0,,No strong administrative-activity warning detected.
C-32559,10.0,10.0,1,2,0,,No strong administrative-activity warning detected.
C-31277,9.99,9.99,0,2,0,,No strong administrative-activity warning detected.
C-32143,9.99,9.99,0,4,0,,No strong administrative-activity warning detected.
C-31871,9.99,9.99,0,2,0,,No strong administrative-activity warning detected.
C-32226,9.98,9.98,0,5,0,,No strong administrative-activity warning detected.
C-31173,9.98,9.98,1,0,0,,No strong administrative-activity warning detected.
C-32250,9.98,9.98,1,1,0,,No strong administrative-activity warning detected.
C-31667,9.98,9.98,0,2,0,,No strong administrative-activity warning detected.
C-33551,9.97,9.97,0,2,0,,No strong administrative-activity warning detected.
C-34167,9.97,9.97,0,2,0,,No strong administrative-activity warning detected.
C-31991,9.97,9.97,0,3,0,,No strong administrative-activity warning detected.
C-33681,9.97,9.97,2,2,0,,No strong administrative-activity warning detected.
C-30816,9.97,9.97,1,3,0,,No strong administrative-activity warning detected.
C-31391,9.96,9.96,1,2,0,,No strong administrative-activity warning detected.
C-31001,9.95,9.95,2,4,0,,No strong administrative-activity warning detected.
C-33526,9.95,9.95,2,2,0,,No strong administrative-activity warning detected.
C-31720,9.95,9.95,0,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-33963,9.95,9.95,3,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-33351,9.95,9.95,1,2,0,,No strong administrative-activity warning detected.
C-33011,9.95,9.95,0,1,0,,No strong administrative-activity warning detected.
C-33786,9.95,9.95,1,5,0,,No strong administrative-activity warning detected.
C-33281,9.95,9.95,2,3,0,,No strong administrative-activity warning detected.
C-33424,9.95,9.95,0,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-32531,9.95,9.95,2,1,0,,No strong administrative-activity warning detected.
C-30336,9.95,9.95,0,1,0,,No strong administrative-activity warning detected.
C-32006,9.94,9.94,0,0,0,,No strong administrative-activity warning detected.
C-32942,9.94,9.94,0,2,0,,No strong administrative-activity warning detected.
C-32563,9.94,9.94,1,3,0,,No strong administrative-activity warning detected.
C-31127,9.94,9.94,1,2,0,,No strong administrative-activity warning detected.
C-33981,9.94,9.94,1,1,0,,No strong administrative-activity warning detected.
C-30540,9.94,9.94,1,0,0,,No strong administrative-activity warning detected.
C-30340,9.94,9.94,2,0,0,,No strong administrative-activity warning detected.
C-32575,9.94,9.94,0,2,0,,No strong administrative-activity warning detected.
C-33587,9.94,9.94,0,2,0,,No strong administrative-activity warning detected.
C-30467,9.94,9.94,1,2,0,,No strong administrative-activity warning detected.
C-33816,9.94,9.94,3,2,0,,No strong administrative-activity warning detected.
C-34095,9.94,9.94,1,3,0,,No strong administrative-activity warning detected.
C-31052,9.93,9.93,3,2,0,,No strong administrative-activity warning detected.
C-30188,9.93,9.93,1,1,0,,No strong administrative-activity warning detected.
C-33726,9.93,9.93,1,2,0,,No strong administrative-activity warning detected.
C-31815,9.93,9.93,1,2,0,,No strong administrative-activity warning detected.
C-31830,9.93,9.93,2,4,0,,No strong administrative-activity warning detected.
C-33571,9.93,9.93,0,5,0,,No strong administrative-activity warning detected.
C-30047,9.93,9.93,1,3,0,,No strong administrative-activity warning detected.
C-32295,9.93,9.93,0,3,0,,No strong administrative-activity warning detected.
C-31905,9.93,9.93,1,2,0,,No strong administrative-activity warning detected.
C-31701,9.92,9.92,1,3,0,,No strong administrative-activity warning detected.
C-31526,9.92,9.92,3,5,0,,No strong administrative-activity warning detected.
C-32205,9.92,9.92,2,5,0,,No strong administrative-activity warning detected.
C-31407,9.92,9.92,1,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-32179,9.92,9.92,1,1,0,,No strong administrative-activity warning detected.
C-30383,9.92,9.92,1,1,0,,No strong administrative-activity warning detected.
C-32134,9.92,9.92,0,4,0,,No strong administrative-activity warning detected.
C-30874,9.92,9.92,1,2,0,,No strong administrative-activity warning detected.
C-32285,9.92,9.92,0,5,0,,No strong administrative-activity warning detected.
C-32334,9.92,9.92,0,3,0,,No strong administrative-activity warning detected.
C-30080,9.92,9.92,1,7,1,7 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-33427,9.92,9.92,1,0,0,,No strong administrative-activity warning detected.
C-30698,9.92,9.92,0,3,0,,No strong administrative-activity warning detected.
C-30486,9.92,9.92,2,2,0,,No strong administrative-activity warning detected.
C-30648,9.92,9.92,3,3,0,,No strong administrative-activity warning detected.
C-33758,9.91,9.91,2,3,0,,No strong administrative-activity warning detected.
C-32610,9.91,9.91,0,4,0,,No strong administrative-activity warning detected.
C-33227,9.91,9.91,0,2,0,,No strong administrative-activity warning detected.
C-33757,9.91,9.91,1,3,0,,No strong administrative-activity warning detected.
C-30952,9.91,9.91,0,3,0,,No strong administrative-activity warning detected.
C-32663,9.91,9.91,2,2,0,,No strong administrative-activity warning detected.
C-32441,9.9,9.9,1,2,0,,No strong administrative-activity warning detected.
C-32512,9.9,9.9,3,2,0,,No strong administrative-activity warning detected.
C-30744,9.9,9.9,1,3,0,,No strong administrative-activity warning detected.
C-30708,9.9,9.9,1,0,0,,No strong administrative-activity warning detected.
C-31336,9.9,9.9,1,5,0,,No strong administrative-activity warning detected.
C-32116,9.9,9.9,0,1,0,,No strong administrative-activity warning detected.
C-30308,9.89,9.89,1,2,0,,No strong administrative-activity warning detected.
C-33676,9.89,9.89,0,0,0,,No strong administrative-activity warning detected.
C-30086,9.89,9.89,1,1,0,,No strong administrative-activity warning detected.
C-33301,9.89,9.89,1,4,0,,No strong administrative-activity warning detected.
C-33233,9.88,9.88,0,2,0,,No strong administrative-activity warning detected.
C-32204,9.88,9.88,0,3,0,,No strong administrative-activity warning detected.
C-31122,9.88,9.88,0,3,0,,No strong administrative-activity warning detected.
C-30911,9.87,9.87,0,1,0,,No strong administrative-activity warning detected.
C-30190,9.87,9.87,0,1,0,,No strong administrative-activity warning detected.
C-33258,9.87,9.87,2,2,0,,No strong administrative-activity warning detected.
C-30326,9.87,9.87,1,5,0,,No strong administrative-activity warning detected.
C-33937,9.87,9.87,1,1,0,,No strong administrative-activity warning detected.
C-33086,9.87,9.87,1,2,0,,No strong administrative-activity warning detected.
C-31096,9.87,9.87,1,5,0,,No strong administrative-activity warning detected.
C-32147,9.87,9.87,1,4,0,,No strong administrative-activity warning detected.
C-34113,9.87,9.87,1,3,0,,No strong administrative-activity warning detected.
C-30637,9.87,9.87,0,1,0,,No strong administrative-activity warning detected.
C-32668,9.86,9.86,2,4,0,,No strong administrative-activity warning detected.
C-34002,9.86,9.86,1,5,0,,No strong administrative-activity warning detected.
C-32661,9.86,9.86,1,2,0,,No strong administrative-activity warning detected.
C-31074,9.85,9.85,1,0,0,,No strong administrative-activity warning detected.
C-31730,9.85,9.85,0,0,0,,No strong administrative-activity warning detected.
C-30621,9.85,9.85,0,2,0,,No strong administrative-activity warning detected.
C-32562,9.85,9.85,0,3,0,,No strong administrative-activity warning detected.
C-33914,9.85,9.85,3,5,0,,No strong administrative-activity warning detected.
C-30236,9.85,9.85,0,2,0,,No strong administrative-activity warning detected.
C-30484,9.85,9.85,3,2,0,,No strong administrative-activity warning detected.
C-32818,9.85,9.85,2,7,1,7 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-30360,9.85,9.85,1,3,0,,No strong administrative-activity warning detected.
C-31471,9.84,9.84,0,5,0,,No strong administrative-activity warning detected.
C-31775,9.84,9.84,1,3,0,,No strong administrative-activity warning detected.
C-32288,9.84,9.84,0,3,0,,No strong administrative-activity warning detected.
C-32055,9.84,9.84,2,4,0,,No strong administrative-activity warning detected.
C-31588,9.84,9.84,2,2,0,,No strong administrative-activity warning detected.
C-32918,9.83,9.83,1,2,0,,No strong administrative-activity warning detected.
C-32806,9.83,9.83,0,3,0,,No strong administrative-activity warning detected.
C-32515,9.83,9.83,2,4,0,,No strong administrative-activity warning detected.
C-33893,9.83,9.83,1,2,0,,No strong administrative-activity warning detected.
C-33027,9.82,9.82,0,1,0,,No strong administrative-activity warning detected.
C-30446,9.82,9.82,1,2,0,,No strong administrative-activity warning detected.
C-32100,9.82,9.82,1,1,0,,No strong administrative-activity warning detected.
C-33839,9.82,9.82,1,2,0,,No strong administrative-activity warning detected.
C-33203,9.82,9.82,0,2,0,,No strong administrative-activity warning detected.
C-33783,9.82,9.82,1,3,0,,No strong administrative-activity warning detected.
C-33165,9.81,9.81,0,3,0,,No strong administrative-activity warning detected.
C-31758,9.81,9.81,0,3,0,,No strong administrative-activity warning detected.
C-32624,9.81,9.81,0,0,0,,No strong administrative-activity warning detected.
C-33977,9.81,9.81,0,2,0,,No strong administrative-activity warning detected.
C-31468,9.81,9.81,3,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-31166,9.81,9.81,2,2,0,,No strong administrative-activity warning detected.
C-30967,9.81,9.81,1,2,0,,No strong administrative-activity warning detected.
C-31229,9.81,9.81,2,5,0,,No strong administrative-activity warning detected.
C-33974,9.8,9.8,1,4,0,,No strong administrative-activity warning detected.
C-31658,9.8,9.8,1,1,0,,No strong administrative-activity warning detected.
C-32695,9.8,9.8,0,1,0,,No strong administrative-activity warning detected.
C-31066,9.8,9.8,0,0,0,,No strong administrative-activity warning detected.
C-32786,9.8,9.8,1,0,0,,No strong administrative-activity warning detected.
C-31261,9.8,9.8,2,0,0,,No strong administrative-activity warning detected.
C-32730,9.8,9.8,0,3,0,,No strong administrative-activity warning detected.
C-31420,9.79,9.79,0,1,0,,No strong administrative-activity warning detected.
C-31147,9.79,9.79,0,2,0,,No strong administrative-activity warning detected.
C-31260,9.79,9.79,0,1,0,,No strong administrative-activity warning detected.
C-33101,9.79,9.79,0,0,0,,No strong administrative-activity warning detected.
C-31405,9.79,9.79,2,5,0,,No strong administrative-activity warning detected.
C-33966,9.79,9.79,0,1,0,,No strong administrative-activity warning detected.
C-31383,9.79,9.79,1,3,0,,No strong administrative-activity warning detected.
C-33996,9.79,9.79,2,0,0,,No strong administrative-activity warning detected.
C-31294,9.79,9.79,1,1,0,,No strong administrative-activity warning detected.
C-32335,9.79,9.79,0,2,0,,No strong administrative-activity warning detected.
C-31569,9.78,9.78,4,4,1,4 payment adjustments,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-33969,9.78,9.78,0,1,0,,No strong administrative-activity warning detected.
C-32383,9.78,9.78,1,1,0,,No strong administrative-activity warning detected.
C-32058,9.78,9.78,0,0,0,,No strong administrative-activity warning detected.
C-33440,9.78,9.78,0,3,0,,No strong administrative-activity warning detected.
C-32068,9.78,9.78,1,2,0,,No strong administrative-activity warning detected.
C-34148,9.78,9.78,1,2,0,,No strong administrative-activity warning detected.
C-32306,9.77,9.77,1,0,0,,No strong administrative-activity warning detected.
C-32291,9.77,9.77,2,4,0,,No strong administrative-activity warning detected.
C-33959,9.77,9.77,2,1,0,,No strong administrative-activity warning detected.
C-31186,9.77,9.77,1,2,0,,No strong administrative-activity warning detected.
C-33864,9.77,9.77,0,0,0,,No strong administrative-activity warning detected.
C-30300,9.77,9.77,1,5,0,,No strong administrative-activity warning detected.
C-34106,9.76,9.76,2,3,0,,No strong administrative-activity warning detected.
C-30610,9.76,9.76,0,3,0,,No strong administrative-activity warning detected.
C-33494,9.76,9.76,1,1,0,,No strong administrative-activity warning detected.
C-31299,9.76,9.76,2,3,0,,No strong administrative-activity warning detected.
C-32881,9.76,9.76,0,0,0,,No strong administrative-activity warning detected.
C-32466,9.76,9.76,0,2,0,,No strong administrative-activity warning detected.
C-32095,9.76,9.76,0,1,0,,No strong administrative-activity warning detected.
C-33271,9.75,9.75,2,2,0,,No strong administrative-activity warning detected.
C-33356,9.75,9.75,0,4,0,,No strong administrative-activity warning detected.
C-30716,9.75,9.75,1,4,0,,No strong administrative-activity warning detected.
C-31763,9.75,9.75,1,2,0,,No strong administrative-activity warning detected.
C-33142,9.75,9.75,0,0,0,,No strong administrative-activity warning detected.
C-33800,9.75,9.75,0,1,0,,No strong administrative-activity warning detected.
C-32707,9.75,9.75,0,2,0,,No strong administrative-activity warning detected.
C-33985,9.75,9.75,0,2,0,,No strong administrative-activity warning detected.
C-30005,9.75,9.75,2,1,0,,No strong administrative-activity warning detected.
C-33782,9.75,9.75,1,4,0,,No strong administrative-activity warning detected.
C-31100,9.74,9.74,1,3,0,,No strong administrative-activity warning detected.
C-31233,9.74,9.74,1,4,0,,No strong administrative-activity warning detected.
C-33691,9.74,9.74,1,1,0,,No strong administrative-activity warning detected.
C-30844,9.74,9.74,1,0,0,,No strong administrative-activity warning detected.
C-31689,9.74,9.74,2,2,0,,No strong administrative-activity warning detected.
C-30125,9.74,9.74,0,3,0,,No strong administrative-activity warning detected.
C-30404,9.74,9.74,1,2,0,,No strong administrative-activity warning detected.
C-32489,9.74,9.74,1,0,0,,No strong administrative-activity warning detected.
C-33909,9.74,9.74,0,2,0,,No strong administrative-activity warning detected.
C-33947,9.73,9.73,0,5,0,,No strong administrative-activity warning detected.
C-32627,9.73,9.73,1,0,0,,No strong administrative-activity warning detected.
C-31172,9.73,9.73,1,5,0,,No strong administrative-activity warning detected.
C-32612,9.73,9.73,1,3,0,,No strong administrative-activity warning detected.
C-31244,9.73,9.73,1,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-33539,9.73,9.73,0,1,0,,No strong administrative-activity warning detected.
C-33023,9.73,9.73,0,0,0,,No strong administrative-activity warning detected.
C-31091,9.73,9.73,2,1,0,,No strong administrative-activity warning detected.
C-30592,9.73,9.73,2,1,0,,No strong administrative-activity warning detected.
C-33499,9.73,9.73,1,2,0,,No strong administrative-activity warning detected.
C-31700,9.73,9.73,2,0,0,,No strong administrative-activity warning detected.
C-31544,9.72,9.72,2,5,0,,No strong administrative-activity warning detected.
C-30299,9.72,9.72,2,1,0,,No strong administrative-activity warning detected.
C-32458,9.72,9.72,1,0,0,,No strong administrative-activity warning detected.
C-32554,9.72,9.72,0,0,0,,No strong administrative-activity warning detected.
C-31367,9.72,9.72,0,0,0,,No strong administrative-activity warning detected.
C-33322,9.72,9.72,0,0,0,,No strong administrative-activity warning detected.
C-33509,9.71,9.71,1,2,0,,No strong administrative-activity warning detected.
C-33318,9.71,9.71,0,2,0,,No strong administrative-activity warning detected.
C-31289,9.71,9.71,2,4,0,,No strong administrative-activity warning detected.
C-32638,9.71,9.71,1,4,0,,No strong administrative-activity warning detected.
C-31756,9.71,9.71,0,3,0,,No strong administrative-activity warning detected.
C-31362,9.71,9.71,3,4,0,,No strong administrative-activity warning detected.
C-30022,9.71,9.71,2,7,1,7 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-33030,9.71,9.71,0,3,0,,No strong administrative-activity warning detected.
C-32976,9.7,9.7,0,2,0,,No strong administrative-activity warning detected.
C-31415,9.7,9.7,1,1,0,,No strong administrative-activity warning detected.
C-31846,9.7,9.7,2,1,0,,No strong administrative-activity warning detected.
C-30900,9.7,9.7,0,3,0,,No strong administrative-activity warning detected.
C-33128,9.7,9.7,0,4,0,,No strong administrative-activity warning detected.
C-32991,9.7,9.7,2,4,0,,No strong administrative-activity warning detected.
C-30217,9.7,9.7,0,2,0,,No strong administrative-activity warning detected.
C-33541,9.7,9.7,1,0,0,,No strong administrative-activity warning detected.
C-33605,9.7,9.7,1,2,0,,No strong administrative-activity warning detected.
C-30441,9.7,9.7,0,1,0,,No strong administrative-activity warning detected.
C-33501,9.69,9.69,1,1,0,,No strong administrative-activity warning detected.
C-31184,9.69,9.69,0,3,0,,No strong administrative-activity warning detected.
C-30929,9.69,9.69,1,3,0,,No strong administrative-activity warning detected.
C-30081,9.69,9.69,1,4,0,,No strong administrative-activity warning detected.
C-30035,9.69,9.69,5,3,1,5 payment adjustments,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-33162,9.69,9.69,1,2,0,,No strong administrative-activity warning detected.
C-32856,9.69,9.69,2,0,0,,No strong administrative-activity warning detected.
C-33645,9.69,9.69,0,1,0,,No strong administrative-activity warning detected.
C-32160,9.69,9.69,1,0,0,,No strong administrative-activity warning detected.
C-30678,9.68,9.68,1,4,0,,No strong administrative-activity warning detected.
C-34109,9.68,9.68,2,3,0,,No strong administrative-activity warning detected.
C-31609,9.68,9.68,1,2,0,,No strong administrative-activity warning detected.
C-30119,9.68,9.68,0,1,0,,No strong administrative-activity warning detected.
C-30732,9.68,9.68,2,3,0,,No strong administrative-activity warning detected.
C-31177,9.68,9.68,2,2,0,,No strong administrative-activity warning detected.
C-31224,9.68,9.68,1,4,0,,No strong administrative-activity warning detected.
C-33634,9.68,9.68,2,1,0,,No strong administrative-activity warning detected.
C-31583,9.68,9.68,0,2,0,,No strong administrative-activity warning detected.
C-31439,9.68,9.68,0,1,0,,No strong administrative-activity warning detected.
C-32198,9.68,9.68,0,0,0,,No strong administrative-activity warning detected.
C-30914,9.68,9.68,0,2,0,,No strong administrative-activity warning detected.
C-30595,9.68,9.68,0,0,0,,No strong administrative-activity warning detected.
C-33834,9.67,9.67,1,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-30371,9.67,9.67,0,3,0,,No strong administrative-activity warning detected.
C-31040,9.67,9.67,0,5,0,,No strong administrative-activity warning detected.
C-33239,9.67,9.67,0,0,0,,No strong administrative-activity warning detected.
C-31965,9.67,9.67,0,4,0,,No strong administrative-activity warning detected.
C-31404,9.67,9.67,0,1,0,,No strong administrative-activity warning detected.
C-30403,9.67,9.67,2,2,0,,No strong administrative-activity warning detected.
C-31301,9.67,9.67,0,2,0,,No strong administrative-activity warning detected.
C-30196,9.67,9.67,1,3,0,,No strong administrative-activity warning detected.
C-34171,9.67,9.67,1,4,0,,No strong administrative-activity warning detected.
C-33781,9.66,9.66,1,3,0,,No strong administrative-activity warning detected.
